filmid	title	actor
CDM77	T:Unconquered	Paulette Goddard
CDM77	T:Unconquered	Boris Karloff
CDM77	T:Unconquered	Porter Hall
CDM77	T:Unconquered	Mike Mazurki
CDM79	T:The Greatest Show on Earth	Lyle Bettger
CDM80	T:The Ten Commandments	Anne Baxter
CDM80	T:The Ten Commandments	Nina Foch
CDr9	T:The Passion of Joan of Arc	Michel Simon
CDr9	T:The Passion of Joan of Arc	Antonin Artaud
CEa2	TZ:High Plains Drifter	Mariana Hill
CEa3	T:The Outlaw Josey Wales	Bill McKinney
CEa8	T:Honkytonk Man	Alexa Kenin
CEa9	TZ:Sudden Impact	Pat Hingle
CEa9	TZ:Sudden Impact	Bradford Dillman
CEa9	TZ:Sudden Impact	Paul Drake
CEa9	TZ:Sudden Impact	Audrie J. Neenan
CEa9	TZ:Sudden Impact	Michael Currie
CEa9	TZ:Sudden Impact	Albert Popwell
CEa9	TZ:Sudden Impact	Mark Keyloun
CEa12	T:Bird	Michael Zelniker
CEa13	T:Pink Cadillac	Bernadette Peters
CEa15	T:Rookie	Raul Julia
CEa15	T:Rookie	Marco Rodriguez
CEa18	T:Bridges of Madison County	Annie Corley
CEa19	T:Absolute Power	Alison Eastwood
CEa20	T:Midnight in the Garden of Good And Evil	Alison Eastwood
CEd10	T:Little Dorrit	Amelda Brown
CEd10	T:Little Dorrit	Paul Rhys
CEd20	T:As You like It	Miriam Margolyes
CFr10	T:Intimate Relations	Marian Spencer
CGl25	T:Malombra	Lyda Borelli
CGl35	T:Maman poupee	Mario Cusmich
CGo10	T:The Wonderful Crook	Marlene Jobert
CHa20	T:The Hand that Rocks the Cradle	Madeline Zima
CHa20	T:The Hand that Rocks the Cradle	Matt McCoy
CHa25	T:The River Wild	Meryl Streep
ChC4	T:Hue and Cry	Alastair Sims
ChC9	T:The Lavender Hill Mob	Margaret Fielding
ChC9	T:The Lavender Hill Mob	Audrey Hepburn
ChC11	T:The Titfield Thunderbolt	Naunton Wayne
ChC11	T:The Titfield Thunderbolt	Reginald Beckwith
ChD10	T:Last on a Train	Ralph Bellamy
ChD10	T:Last on a Train	Patricia Morrison
ChE1	T:Call It Murder	O.P. Heggie
ChE2	T:The Egg and I	Louise Allbritton
ChE2	T:The Egg and I	Billy House
ChG15	T:Waiting for Guffman	Bob Balaban
ChG15	T:Waiting for Guffman	Parker Posey
ChH3	T:Girls Town	Maggie Hayes
CH10	TZ:Mother Lode	Nick Mancuso
ChJ30	T:Fanfan la Tulipe	Noel Roquevert
ChJ36	T:Madame DuBarry	Martine Carol
CHo5	TZ:Lovers and Other Strangers	Beatrice Arthur
CHo5	TZ:Lovers and Other Strsngers	Bonnie Bedalia
CHo5	TZ:Lovers and Other Strangers	Michael Brandon
CHo5	TZ:Lovers and Other Strangers	Richard Castellano
ChR10	T:Steamboat Bill jnr.	Marion Byron
ChR13	T:Hollywood Revue	Marie Dressler
ChR13	T:Hollywood Revue	Polly Moran
ChR13	T:Hollywood Revue	Bessie Love
ChR13	T:Hollywood Revue	Ann Dvorak
ChR13	T:Hollywood Revue	Oliver Hardy
ChR13	T:Hollywood Revue	Anita Page
ChR13	T:Hollywood Revue	Lionel Barrymore
ChR50	T:The Big Store	Margaret Dumont
ChR60	T:Lost in a Harem	Murray Leonard
ChS10	T:Irreconcilable Differences	Alan Garfield
ChS24	T:I Love Trouble	Olympia Dukakis
ChS24	T:I Love Trouble	Marsha Mason
ChV2	T:Blind Alley	Ann Dvorak
ChV2	T:Blind Alley	Melville Cooper
ChV2	T:Blind Alley	Marc Lawrence
ChV8	T:The Lady in Question	Richard Aherne
ChV8	T:The Lady in Question	Lloyd Corrigan
ChV13	T:The Tuttles of Tahiti	Peggy Drake
ChV20	T:Gilda	Ludwig Donath
ChV26	T:The Loves of Carmen	Luther Adler
ChV26	T:The Loves of Carmen	Bernard Nedell
ChV35	T:Hans Christian Andersen	Zizi Jeanmaire
ChV45	T:The Joker is Wild	Mitzi gaynor
ChV45	T:The Joker is Wild	Beverly Garland
ChV46	T:A Farewell to Arms	Alberto Sordi
ChV46	T:A Farewell to Arms	Mercedes McCambridge
ChV46	T:A Farewell to Arms	Oscar Homolka
ChW2	T:Good News	Peter Lawford
ChW2	T:Good News	Patricia Marshall
ChW2	T:Good News	Mel Torme
ChW2	T:Good News	Ray McDonald
ChW2	T:Good News	Patricia Marshall
ChW2	T:Good News	Morris Akrum
ChW3	T:Easter Parade	Ann Miller
ChW3	T:Easter Parade	Peter Lawford
ChW4	T:The Barkleys of Broadway	Oscar Levant
ChW4	T:The Barkleys of Broadway	Billie Burke
ChW6	T:Lili	Mel Ferrer
ChW6	T:Lili	Zsa Zsa Gabor
ChW7	T:Dangerous when Wet	Barbara Whiting
ChW12	T:High Society	Louis Armstrong
ChW25	T:Walk, Don't Run	Miiko Taka
CiS40	T:Eye of the Eagle III	Peter Nelson
CJ2	T:Anne of a Thousand Days	Anthony Quayle
CJ2	T:Anne of a Thousand Days	Michael Hordern
CJ2	T:Anne of a Thousand Days	Peter Jeffrey
CJ2	T:Anne of a Thousand Days	William Squire
CJ2	T:Anne of a Thousand Days	Nora SwinBurne
CJ4	T:Lost Horizon	Peter Finch
CJ4	T:Lost Horizon	Michael York
CJ9	TZ:Condor Man	Oliver Reed
CJ9	T:Condor Man	Barbara Carrera
CJ10	TZ:The Amateur	Marthe Keller
CJu10	T:So ist das Leben	Mana Zeniskova
CkB10	TZ:Gumball Rally	Michael Sarrazin
CL1	T:The Night of the Hunter	Peter Graves
CLa95	T:Abbott and Costello in the Foreign Legion	Lou Costello
CLa100	T:Abbott and Costello Meet the Invisible Man	Lou Costello
CLa114	T:Abbott and Costello Go To Mars	Lou Costello
CLa114	T:Abbott and Costello Go To Mars	Anita Ekberg
CLa114	T:Abbott and Costello Go To Mars	Martha Hyer
CLa115	T:Abbott and Costello Meet Dr.~Jekyll and Mr.~Hyde	Lou Costello
CLa121	T:Abbott and Costello Meet the Keystone Kops	Lou Costello
CLa121	T:Abbott and Costello Meet the Keystone Kops	Lynn Bari
CLa121	T:Abbott and Costello Meet the Keystone Kops	Maxie Rosenbloom
CLa121	T:Abbott and Costello Meet the Keystone Kops	Mack Sennett
CLa125	T:Abbott and Costello Meet the Mummy	Lou Costello
CLa125	T:Abbott and Costello Meet the Mummy	Marie Windsor
CLa125	T:Abbott and Costello Meet the Mummy	Mel Welles
CLa127	T:Dance With me, Henry	Lou Costello
CLB20	T:Toto and Peppino Divided in Berlin	Peppino DeFillippo
ClC21	T:La Femme Infidele	Michel Bouquet
ClC21	T:La Femme Infidele	Michel Duchaussoy
ClC35	T:Une Partie de Plaisir	Paula Moore
ClC49	T:Stille Tage in Clichy	Andrew McCarthy
ClC49	T:Stille Tage in Clichy	Nigel Havers
ClC49	T:Stille Tage in Clichy	Mario Adorf
ClC49	T:Stille Tage in Clichy	Barbara deRossi
ClC50	T:Story of Women	Nils Travenier
ClC50	T:Story of Women	Marie Trintignant
ClD1	T:Chocolat	Mireille Perrier
CLi10	T:Jenseits der Stille	Mathias Haupert
ClL25	T:Les Miserables	Alexandra Martinez
ClM30	T:The Little Thief	Nathalie Cardone
ClM40	T:The Accompanist	Richard Bohringer
ClS40	T:Un coeur en hiver	Maurice Garrel
ClW10	TZ:It's My Turn	Michael Douglas
ClZ10	T:Ripoux contre Ripoux	Philippe Noiret
CMe10	T:CrissCross	Arliss Howard
CNy1	T:The Thing	Margaret Sheridan
CNy15	T:First to Fight	Marilyn Devon
CoA10	TZ:Avalanche	Mia Farrow
CoB6	T:King Solomon's Mines	Richard Carlson
CoB6	T:King Solomon's Mines	Lowell Gilmore
CoH1	T:Foul Play	Raqchel Roberts
CoH3	T:Best Little Whorehouse in Texas	Lois Nettleton
CPR10	T:A Challenge for Robin Hood	Barrie Ingram
CR10	T:The Night Train to Munich	Margaret lockwood
CR10	T:The Night Train to Munich	Rex Harrison
CR10	T:The Night Train to Munich	Basil Radford
CR10	T:The Night Train to Munich	Naunton Wayne
CR10	T:The Night Train to Munich	Paul Henreid
CR10	T:The Night Train to Munich	Raymond Huntley
CR12	T:Kipps	Phyllis Calvert
CR12	T:Kipps	Arthur Riscoe
CR12	T:Kipps	Max Adrian
CR12	T:Kipps	Michael Wilding
CR12	T:Kipps	Lloyd Pearson
CR12	T:Kipps	Beatrice Varley
CR14	T:The Way Ahead	Raymond Huntley
CR14	T:The Way Ahead	Renee Asherson
CR14	T:The Way Ahead	Penelope Dudley ward
CR14	T:The Way Ahead	Reginal Tate
CR14	T:The Way Ahead	Mary Jerrold
CR14	T:The Way Ahead	Peter Ustinov
CR16	T:Odd Man Out	Maureen Delany
CR17	T:The Fallen Idol	Ralph Richardson
CR18	T:The Third Man	Margaret Lockwood
CR18	T:The Third Man	Michael Redgrave
CR18	T:The Third Man	Alida Valli
CR18	T:The Third Man	Bernard Lee
CR18	T:The Third Man	Paul Hoerbiger
CR24	T:Our Man in Havana	Maureen OHara
CR24	T:Our Man in Havana	Ralph Richardson
CRd10	T:Amityville 1992: It's About Time	Megan Ward
CSc10	T:The German Chainsaw Massacre	Alfred Edel
CSe15	T:Mama, There's a Man in Your Bed	Pierre Vernier
CSe15	T:Mama, There's a Man in Your Bed	Maxime Leroux
CSe15	T:Mama, There's a Man in Your Bed	Muriel Combeau
CSG10	T:Jungle Moon Men	Billy Curtis
CSG10	T:Jungle Moon Men	Angelo Rossitto
CSi6	T:Bride of the Gorilla	Barbara Payton
CSi6	T:Bride of the Gorilla	Paul Cavanaugh
CSm10	T:Pippi Longstocking	Melissa Altro
CSr7	T:Horas Dulces	Assumpta Serra
CSr10	T:Carmen	Antonio Gades
CSr10	T:Carmen	Paco deLucia
CsS10	T:Where Angels Fear to Tread	Barbara Jefford
CsS15	T:Fairy Tale: A True Story	Peter OToole
CTB10	T:Abbott and Costello Meet Frankenstein	Lon Chaney
CTB15	T:Africa Screams	Lou Costello
CTB16	T:Abbott and Costello Meet the Killer, Boris Karloff	Lou Costello
CTB16	T:Abbott and Costello Meet the Killer, Boris Karloff	Percy Helton
CTB16	T:Abbott and Costello Meet the Killer, Boris Karloff	Alan Mowbray
CTB16	T:Abbott and Costello Meet the Killer, Boris Karloff	Billy Gray
CTB25	T:Shaggy Dog	Annette Funicello
CuB32	T:My Reputation	Barbara Stanwyk
CuB34	T:Possessed	Moroni Olsen
CuB34	T:Possessed	Monte Blue
CuB37	T:The Merry Widow	Marcel Dalio
CuB44	T:Kisses for My President	Arlene Dahl
CuH14	TZ:Devil Dog: The Hound of Hell	Richard Crenna
CWl10	T:Der Stolz der Firma	Martha Krivitz
CWm10	T:Superstar "The Life and Times of Andy Warhol"	Andy Warhol
CWm10	T:Superstar "The Life and Times of Andy Warhol"	Lou Reed
CWr3	T:A Day in the Life of Ivan Denisovitch	Alfred Burke
CWr3	T:A Day in the Life of Ivan Denisovitch	Matthew Guiness
CWr10	T:Ransom	Norman Bristow
CyE8	T:Try and Get Me	Richard Carlson
CyE8	T:Try and Get Me	Lloyd Bridges
CyE30	TZ:Mysterious Island	Michael Craig
CyS1	T:Strangers in Good Company	Michelle Sweeney
DaB4	T:Just Imagine	Marjorie White
DaB4	T:Just Imagine	Mischa Auer
DaB8	T:The Littlest Rebel	Bill Robinson
DaB8	T:The Littlest Rebel	Willie Best
DaB9	T:The Little Colonel	Lionel Barrymore
DaB9	T:The Little Colonel	Bojangles Robinson
DaB13	T:You're a Sweetheart	Alice Faye
DAl10	T:Naked in New York	William Styron
DAl10	T:Naked in New York	Arthur Penn
DeD30	T:Hollywood Canteen	Bette Davis
DeD30	T:Hollywood Canteen	Paul Henreid
DeD30	T:Hollywood Canteen	Peter Lorre
DeD30	T:Hollywood Canteen	Alexis Smith
DeD30	T:Hollywood Canteen	Barbara Stanwyck
DL12	T:The Bridge on the River Kwai	Alec Guiness
DL13	T:Lawrence of Arabia	Peter OToole
DMi30	T:Midnight Lace	Rex Harrison
DS6	T:The Verdict	Peter Lorre
DS33	T:Charley Varrick	Walter Matthau
DWr10	T:Ice Castles	Lynn-Holly Johnson
DZu12	T:The Naked Gun 2 1/2: The Smell of Fear	O.J. Simpson
DZu12	T:The Naked Gun 2 1/2: The Smell of Fear	Pia Zadora
DZu12	T:The Naked Gun 2 1/2: The Smell of Fear	Mary Lou Retton
EDm20	T:Captive Wild Woman	Milburn Stone
ElB10	T:Dirty Dancing	Patrick Swayze
ElN13	T:My Favourite Brunette	Raymond Denny
ElN13	T:My Favourite Brunette	Bing Crosby
EMu1	T:Harlem Nights	Arsenio Hall
EPy10	T:A Dry White Season	Marlon Brando
ErM3	T:The Thin Blue Line	Randell Dale Adams
EuF51	T:Michael Shayne, Private Detective	Lloyd Nolan
FB52	T:The Mortal Storm	Margaret Sullavan
FC28	T:You Can't Take It With You	Mischa Auer
FC23	T:The Bitter Tea of General Yen	Nils Asther
FlM1	T:Jigsaw	Marlene Dietrich
FlM1	T:Jigsaw	Marsha Hunt
FOz22	T:Housesitter	Peter MacNichol
FrF28	T:Girly	Pat Heywood
FrF35	T:Tales from the Crypt	Ralph Richardson
FSc29	TZ:Six Degrees of Separation	Arlene Dahl
FT6	T:La peau douce	Phillipe Duval
GAx1	T:Babette's Feast	Bibi Anderson
GC45	T:Let's Make Love	Milton Berle
GgL2	T:American Graffiti	Mackenzie Philips
GgL3	T:Star Wars	Mark Hamill
GM224	T:Monsieur Beaucaire	Patric Knowles
GM227	T:Variety Girl	Bob Hope
GM227	T:Variety Girl	Bing Crosby
GM227	T:Variety Girl	Ray Milland
GM227	T:Variety Girl	Alan Ladd
GM227	T:Variety Girl	Barbara Stanwyk
GM227	T:Variety Girl	Paulette Goddard
GM227	T:Variety Girl	Lizabeth Scott
GM227	T:Variety Girl	Barry Fitzgerald
GM227	T:Variety Girl	Billy deWolfe
GM227	T:Variety Girl	Mitchell Leisen
GM238	T:Scared Stiff	Bing Crosby
GM238	T:Scared Stiff	Bob Hope
GMK10	T:Playboys	Albert Finney
GRH5	T:Thoroughly Modern Millie	Beatrice Lillie
GSK1	T:The Senator was Indiscreet	Myrna Loy
GvS2	T:Drugstore Cowboy	William S.L. Burroughs
GyM24	T:unknown	Michael Douglas
H9	T:The Lodger: A Story of The London Fog	Malcolm Keen
H20	T:Murder!	Norah Baring
H20	T:Murder!	Alfred Hitchcock
H23	T:Number Seventeen	Anne Grey
H27	T:The 39 Steps	Peggy Ashcroft
H28	T:Secret Agent	Michael SaintDenis
H31	T:The Lady Vanishes	Basil Radford
H37	T:Saboteur	Allan Baxter
H43	T:Notorious	Reinhold Schunzel
H44	T:The Paradine Case	Alfred Hitchcock
H51	T:Rear Window	Alfred Hitchcock
H73	T:Psycho	Martin Balsam
H73	T:Psycho	Alfred Hitchcock
H71	T:Arthur	Patrick Macnee
H71	T:Arthur	Barry G. Harvey
HAA15	T:Topaze	Myrna Loy
HBe15	T:Malice	Bebe Neuwith
HBe15	T:Malice	Anne Bancroft
HeD105	T:My Brother Richard	Bobby Ellis
HeD105	T:My Brother Richard	Lisa Golm
HeD115	T:The Diamond Necklace	Betsy vonFurstenberg
HeM20	T:Strange Boarders	Renee StCyr
HEs10	T:I, The Jury	Peggie Castle
HIL5	T:Mr.~Moto in Danger Island	Peter Lorre
HKo26	T:No Highway in the Sky	Marlene Dietrich
HyA3	T:Chamber of Horrors	Patrick ONeal
HyA3	T:Chamber of Horrors	Marie Windsor
IDa19	T:Rounders	Martin Landau
IF112	T:The Searchers	Mae Marsh
IG4	T:The Living Daylights	Maryam dAbo
IGu31	T:Death on the Nile	Peter Ustinov
IGu31	T:Death on the Nile	Bette Davis
IGu31	T:Death on the Nile	Olivia Hussey
IH1	T:The Maltese Falcon	Walter Huston
IH2	T:This is our Life	Walter Huston
IH3	T:Across the Pacific	Mary Astor
IH29	T:Casino Royale	Peter Sellers
ILa55	T:Coming to America	Ralph Bellamy
IlE10	T:My Twentieth Century	Oleg Jankowski
IMi10	T:Red Dawn	Patrick Swayze
IML101	T:Crackpot	Biff McGuire
IML101	T:Crackpot	Mary Scott
IMT22	T:Last Action Hero	Art Carney
IMT22	T:Last Action Hero	Maria Shriver
INw31	T:Bad Actor	Bartlett Robinson
IS7	T:Sunday, Bloody Sunday	Murray Head
JCi17	T:Portrait of a Lady	Martin Donovan
JD8	T:The Naked City	Barry Fitzgerald
JDB11	T:Twister	Alan Ruck
JDB11	T:Twister	Nicholas Sadler
JeY35	T:The seven faces of Dr.Loa	Noah Berry~jr
JFll	T:We're Only Human	Preston Foster
JFr10	T:Kiss and Kill	Maria Rohm
JFr12	T:The Castle of Fu Manchu	Maria Rohm
JiA18	T:Hot Shots! Part Deux	Brenda Bakke
JkS5	T:Cleopatra Jones	Bernie Casey
JLG1	T:A Bout de Souffle	Philippe deBroca
JLy10	T:Boxing Helena	Bill Paxton
JLz2	T:Leolo	Pierre Bourgault
JMu3	T:Le Puritain	Pierre Fresnay
JN23	T:Daddy Longlegs	Ray Anthony
JoD9	T:Piranha	Bradford Dillman
JoG2	T:Octopussy	Maud Adams
JoP44	T:One of the Family	Olive Deering
JoS20	T:Batman & Robin	Arnold Schwarzenegger
JoS20	T:Batman & Robin	Alicia Silverstone
JrS10	T:The Vengeance of Fu Manchu	Maria Rohm
JtF1	T:Star Trek: First Contact	Patrick Stewart
JTg7	T:Mr.~Moto's Gamble	Peter Lorre
JuD8	T:P\'ep\'e le Moko	Marcel Dalio
KCo25	T:An Arabian Adventure	Peter Cushing
KV27	T:Show People	Mae Murray
LwS180	T:Pittsburgh	Randolph Scott
MB5	T:Silent Movie	Anne Bancroft
MB5	T:Silent Movie	Paul Newman
MB5	T:Silent Movie	Liza Minnelli
MB5	T:Silent Movie	Paul Newman
MF8	T:Amadeus	Patrick K. Hinses
MFe10	T:Queen Bee	Barry Sullivan
Mfe40	T:Tales of Ordinary Madness	Ben Gazzara
MFe40	T:Tales of Ordinary Madness	Ornella Mutti
MFi16	T:The Browning Version	Albert Finney
MFr5	T:Knock on Wood	Loon Askin
MFr23	T:Road to Hong Kong	Bing Crosby
MFr23	T:Road to Hong Kong	Bob Hope
MFr23	T:Road to Hong Kong	Peter Sellers
MFr29	T:A Touch of Class	Paul Sorvino
MFr29	TZ:A Touch of Class	Paul Sorvino
MFr40	T:Lost and Found	Maureen Stapleton
MFr40	T:Lost and Found	Paul Sorvino
MGe5	T:Madame Butterfly	Louise Carter
MGe5	T:Madame Butterfly	Berton Churchill
MGe10	T:Jennie Gerhardt	Mary Astor
MGe10	T:Jennie Gerhardt	Louise Carter
MGe12	T:Thirty-Day Princess	Lucien Littlefield
MGo10	T:Mrs. Dalloway	Natascha McElhone
MGo10	T:Mrs. Dalloway	Michael Kitchen
MGo10	T:Mrs. Dalloway	Allan Cox
MGo10	T:Mrs. Dalloway	Amelia Bullmore
MGr10	T:Hardbodies	Michael Rapport
MGr15	TZ:Hardbodies II	Brenda Bakke
MgT10	TZ:Battle Beneath the Earth	Peter Arne
MHa10	T:Kicked in the Head	Michael Rappaport
MHe10	T:Brassed Off	Pete Postlewaite
MHe15	T:Little Voice	Brenda Bluffin
MHo10	T:Flash Gordon	Melody Anderson
MHo10	T:Flash Gordon	Max vonSydow
MiA6	TZ:The Dam Busters	Michael Redgrave
MiA6	T:The Dam Busters	Basil Sidney
MiA6	T:The Dam Busters	Patrick Barr
MiA6	T:The Dam Busters	Raymond Huntlry
MiA8	T:Around the World in 80 Days	Martine Carroll
MiA8	T:Around the World in 80 Days	Melville Cooper
MiA8	T:Around the World in 80 Days	Noel Coward
MiA8	T:Around the World in 80 Days	Reginald Denny
MiA8	T:Around the World in 80 Days	Andy Devine
MiA8	T:Around the World in 80 Days	Marlene Dietrich
MiA8	T:Around the World in 80 Days	Luis Dominguin
MiA8	T:Around the World in 80 Days	Beatrice Lillie
MiA8	T:Around the World in 80 Days	Peter Lorre
MiA8	T:Around the World in 80 Days	Mike Mazurki
MiA8	T:Around the World in 80 Days	Alan Mowbray
MiA8	T:Around the World in 80 Days	Red Skelton
MiA8	T:Around the World in 80 Days	Basil Sidney
MiA11	T:The Wreck of the Mary Deare	Michael Redgrave
MiA11	T:The Wreck of the Mary Deare	Alexander Knox
MiA18	T:The Shoes of the Fisherman	Paul Rogers
MiA22	T:Logan's Run	Michael York
MiA22	T:Logan's Run	Peter Ustinov
MiA24	TZ:Dominique is Dead	Michael Jayston
MiA25	T:Orca the Killer Whale	Bo Derek
MiA25	T:Orca the Killer Whale	Peter Hoofer
MiA27	TZ:The Martian Chronicles I/II/III	Bernie Casey
MiC11	T:The First Great Train Robbery	Alan Webb
MiC11	T:The First Great Train Robbery	Malcolm Terris
MiC15	T:Coma	Michael Douglas
MiC20	T:Looker	Albert Finney
MiC25	T:Runaway	AnneMarie Martin
MiD10	T:Les Violons du Bal	Nathalie Roussel
MiG3	T:Crime Doctor	Margeret Lindsay
MiG3	T:Crime Doctor	Ray Collins
MiG25	T:Another Part of the Forest	Ann Blyth
MiG30	T:Cyrano de Bergerac	Mala Powers
MiG30	T:Cyrano de Bergerac	William Prince
MiG30	T:Cyrano de Bergerac	Morris Carnovsky
MiG30	T:Cyrano de Bergerac	Ralph Clanton
MiG30	T:Cyrano de Bergerac	Lloyd Corrigan
MiG30	T:Cyrano de Bergerac	Albert Cavers
MiG30	TZ:Cyrano de Bergerac	Perce Hellman
MiG35	T:Pillow Talk	Nick Adams
MiG35	T:Pillow Talk	Allen Jenkins
MiG35	T:Pillow Talk	Marcel Dalio
MiG45	T:A Very Special Favor	Nita Talbot
MiG50	T:The Impossible Years	Ozzie Nelson
MiJ5	T:L.A. Story	Patrick Stewart
MiJ10	T:The Bodyguard	Bill Cobbs
MiJ10	T:The Bodyguard	Mike Starr
MiJ10	T:The Bodyguard	Richard Birt
MiJ12	T:Clean Slate	Olivia dAbo
MiJ12	T:Clean Slate	Michael Murphy
MiJ12	T:Clean Slate	Michael Gambon
MiJ15	T:Volcano	Anne Hecht
MiK2	TZ:Forty Carats	Liv Ullmann
MiK2	TZ:Forty Carats	Binnie Barnes
MiK10	TZ:Strangers: The Story of a Mother and Daughter	Bette Davis
MiL28	T:Secrets & Lies	Brenda Bluffin
MiR10	T:White Mischief	Alan Dobie
MiS3	T:Myra Breckenridge	Mae West
MiS3	T:Myra Breckenridge	Andy Devine
MiT1	T:Villain	Richard Burton
MiT8	TZ:Trenchcoat	Margot Kidder
MiW12	T:The Jokers	Oliver Reed
MiW12	T:The Jokers	Michael Hodern
MiW12	T:The Jokers	Rachel Kempson
MiW12	T:The Jokers	Peter Graves
MiW18	T:The Nightcomer	Marlon Brando
MiW22	T:Death Wish	William Redfield
MiW23	T:Won Ton Ton, The Dog Who Saved Hollywood	Madeline Kahn
MiW23	T:Won Ton Ton, The Dog Who Saved Hollywood	Art Carney
MiW27	T:Sentinel	Ava Gardner
MiW30	T:The Big Sleep	Richard Boone
MiW30	T:The Big Sleep	Oliver Reed
MiW35	TZ:The Stone Killer	Martin Balsam
MiW35	TZ:The Stone Killer	Norman Fell
MiW35	TZ:The Stone Killer	Ralph Waite
MiW43	TZ:Wicked Lady	Alan Bates
MiW43	T:Wicked Lady	Prunella Scales
MiW43	T:Wicked Lady	Oliver Tobias
MJu10	T:Office Space	Ajay Naidu
MKa10	T:Another Country	Michael Jenn
MKa10	T:Another Country	Anna Massey
MKa10	T:Another Country	Betsy Brantley
MKb10	T:Mobsters	Michael Gambon
MKb10	T:Mobsters	Anthony Quinn
MkD10	T:The Childhood of Maxim Gorki	Alexei Lyarski
MkD10	T:The Childhood of Maxim Gorki	Mark Troyanovski
MkD11	T:Out in the World	Alexei Lyarski
MkD12	T:My Universities	Alexei Lyarski
MkG12	T:The Stand	Bill Fagerbakke
MkG12	T:The Stand	Ray Walston
MkG12	T:The Stand	Ossie Davis
MkG12	T:The Stand	Miguel Ferrer
MKi10	T:Dangerous Toys	Zoe Yuzna
MkJ11	T:The Matchmaker	Milo OShea
MkP1	T:Afraid of the Dark	Paul mcGann
MkR10	T:Murder Ordained	Annabelle Price
MkR10	T:Murder Ordained	Margot Rose
MkR10	T:Murder Ordained	M.Emmett Walsh
ML6	T:Hands Across the Table	Marie Prevost
ML8	T:Thirteen Hours by Air	Zasu Pitts
ML8	T:Thirteen Hours by Air	Alan Baxter
ML9	T:The Big Broadcast of 1937	Bob Burns
ML9	T:The Big Broadcast of 1937	Martha Raye
ML9	T:The Big Broadcast of 1937	Ray Milland
ML9	T:The Big Broadcast of 1937	Benny Fields
ML9	T:The Big Broadcast of 1937	Benny Goodman
ML9	T:The Big Broadcast of 1937	Louis daPron
ML10	T:Easy Living	Ray Milland
ML10	T:Easy Living	Mary Nash
ML10	T:Easy Living	Luis Alberni
ML12	T:The Big Broadcast of 1938	Bob Hope
ML12	T:The Big Broadcast of 1938	Martha Raye
ML12	T:The Big Broadcast of 1938	Lynne Overman
ML12	T:The Big Broadcast of 1938	Ben Blue
ML14	T:Remember the Night	Barbara Stanwyck
ML14	T:Remember the Night	Beulah Bondi
ML15	T:Arise, My Love	Ray Milland
ML15	T:Arise, My Love	Walter Abel
ML17	T:Hold Back the Dawn	Olivia deHavillan
ML17	T:Hold Back the Dawn	Paulette Goddard
ML18	T:The Lady is Willing	Marlene Dietrich
ML18	T:The Lady is Willing	Marlene Dietrich
ML21	T:Lady in the Dark	Mischa Auer
ML21	T:Lady in the Dark	Mary Phillips
ML21	T:Lady in the Dark	Barry Sullivan
ML30	T:No Man of her Own	Barbara Stanwyk
MLa10	T:Pet Sematary	Brad Greenquist
MlB10	T:Paper Wedding	Manuael Aranguez
MlB10	T:Paper Wedding	Monique Lepage
MlC10	T:Prehistoric Women	Martine Beswick
MlC15	T:The Lost Continent	Nigel Stock
MlC15	T:The Lost Continent	Neil McCallum
MLe10	TZ:This is Elvis	Paul Boensh~III
MLe10	T:This is Elvis	Linda Thompson
MlG1	T:The Man Without a Face	Margaret Whitton
MlG5	T:Braveheart	Mel Gibson
MLH5	T:Nasty Habits	Anne Jackson
MLH5	T:Nasty Habits	Ann Meara
MLH20	T:The Object of Beauty	Andie McDowall
MLH20	T:The Object of Beauty	Lolita Davidovich
MLH20	T:The Object of Beauty	Peter Riegert
MLH20	T:The Object of Beauty	Bill Paterson
MLn10	TZ:The Loneliest Runner	Melissa Sue Anderson
