STAGENM	BIRTHNM	FIRSTNM	DOB	ORIGIN	GENDER	TIME_INTERVAL_START_TIMESTAMP	TIME_INTERVAL_END_TIMESTAMP
Anne Baxter	Baxter	Ann	1923	\Am	F	2005-07-08 08:09:08.058	2005-07-08 09:28:23.979
Sarah Bay	Neri	Rosalba	#	\It	F	2005-07-07 21:52:29.798	2005-07-07 22:06:51.544
Nathalie Baye	Baye	Nathalie	#	\Un	F	2005-07-08 08:29:54.459	2005-07-08 09:00:54.705
Gary Bayer	#	#	#	\Un	M	2005-07-07 23:16:08.026	2005-07-07 23:31:16.295
Jennifer Beals	#	#	#	\Un	F	2005-07-08 13:39:31.896	2005-07-08 14:06:09.054
The Beatles	The Beatles	#	1940	\Br	G	2005-07-08 07:14:06.51	2005-07-08 07:37:21.234
Warren Beatty	Beaty	Warren	1937	\Am	M	2005-07-07 21:36:31.74	2005-07-07 23:00:52.29
John C. Becher	#	#	#	\Un	M	2005-07-07 21:51:15.493	2005-07-07 22:38:38.637
Kimberly Beck	#	#	#	\Un	F	2005-07-08 04:21:40.211	2005-07-08 05:46:41.268
Stanley Beck	#	#	#	\Un	M	2005-07-08 11:40:56.901	2005-07-08 12:10:17.731
Barry Beckerman	#	#	#	\Un	M	2005-07-08 08:26:00.56	2005-07-08 09:53:47.607
Scotty Beckett	Beckett	Scotty	1929	\Am	M	2005-07-07 23:46:35.06	2005-07-08 00:47:06.958
Molly Bee	#	#	#	\Un	F	2005-07-08 10:26:40.731	2005-07-08 10:39:40.812
Noah Beery	Beery	Noah	1884	\Am	M	2005-07-07 20:14:00.788	2005-07-07 21:43:47.771
Wallace Beery	Beery	Wallace	1880	\Am	M	2005-07-08 09:15:03.437	2005-07-08 09:32:20.591
Hagan Beggs	#	#	#	\Un	M	2005-07-07 22:18:55.595	2005-07-07 22:45:22.796
Charles Belcher	#	#	#	\Un	M	2005-07-08 05:22:34.23	2005-07-08 06:11:39.904
Barbara BelGeddes	Lewis	Barbara Geddes	#	\Am	F	2005-07-08 12:14:47.827	2005-07-08 12:23:08.225
Ralph Bellamy	Bellamy	Ralph	1904	\Am	M	2005-07-07 17:46:19.699	2005-07-07 18:11:35.246
Agostina Belli	#	#	#	\Un	M	2005-07-08 14:32:30.228	2005-07-08 15:18:34.529
Olga Bellin	#	#	#	\Un	F	2005-07-08 03:05:14.96	2005-07-08 04:32:49.496
Belmonts	#	#	#	\Un	#	2005-07-08 09:08:51.186	2005-07-08 09:21:48.409
Lionel Belmore	Belmore	Lionel	1867	\Br	M	2005-07-08 01:06:48.365	2005-07-08 02:00:30.182
Richard Beltran	#	#	#	\Un	M	2005-07-07 18:55:07.168	2005-07-07 19:32:34.228
Robert Beltran	#	#	#	\Un	M	2005-07-08 08:18:26.814	2005-07-08 09:17:34.566
Jim Belushi	#	#	#	\Un	M	2005-07-08 05:37:12.914	2005-07-08 06:00:28.537
John Belushi	Belushi	John	1949	\Am	M	2005-07-07 16:17:42.636	2005-07-07 17:10:19.399
Richard Belzer	#	#	#	\Un	M	2005-07-08 01:09:13.328	2005-07-08 01:31:59.464
Brian Benben	#	#	#	\Un	M	2005-07-08 06:27:06.713	2005-07-08 07:33:44.535
William Bendix	Bendix	William	1906	\Am	M	2005-07-07 16:10:18.918	2005-07-07 17:35:44.402
Paul Benedict	#	#	#	\Un	M	2005-07-07 22:36:57.537	2005-07-07 22:43:17.725
Annette Bening	Bening	Annette	#	\Am	F	2005-07-07 18:55:49.144	2005-07-07 20:09:32.474
Alma Bennett	Bennett	Belle	1889	\Am	F	2005-07-07 23:34:15.227	2005-07-07 23:44:25.525
Barbara Bennett	Bennett	Barbara	1902	\Am	F	2005-07-08 08:12:05.683	2005-07-08 08:52:44.815
Belle Bennett	Bennett	Belle	1891	\Am	F	2005-07-07 17:29:18.623	2005-07-07 18:40:05.999
Constance Bennett	Bennett	Constance	1904	\Am	F	2005-07-08 02:52:16.415	2005-07-08 03:37:31.559
Joe Bennett	#	#	#	\Un	M	2005-07-07 16:54:22.914	2005-07-07 17:02:50.023
John Bennett	Bennett	John	1928	\Br	M	2005-07-08 03:37:43.249	2005-07-08 04:42:58.683
Jack Benny	Kubelsky	Benjamin	1894	\Am	M	2005-07-08 14:36:09.053	2005-07-08 14:38:56.291
Martin Benson	Benson	Martin	1918	\Br	M	2005-07-08 08:53:29.66	2005-07-08 10:03:00.133
Barbi Benton	#	#	#	#	F	2005-07-07 23:35:34.54	2005-07-08 00:30:01.07
Susanne Benton	#	#	#	\Un	F	2005-07-08 00:42:39.655	2005-07-08 01:21:13.498
Iris Berben	#	#	#	\Un	F	2005-07-08 05:11:40.274	2005-07-08 05:27:13.847
Judith-Marie Bergan	#	#	#	\Un	F	2005-07-07 16:33:27.706	2005-07-07 16:54:33.383
Candice Bergen	Bergen	Candice	1946	\Am	F	2005-07-08 08:41:02.841	2005-07-08 09:04:17.448
Polly Bergen	Burgin	Nellie	1929	\Am	F	2005-07-07 15:53:06.29	2005-07-07 17:14:20.652
William Bergen	#	#	#	\Un	M	2005-07-08 11:31:07.191	2005-07-08 12:16:22.471
Helmut Berger	Steinberger	Helmut	1944	\Os	M	2005-07-08 10:37:25.396	2005-07-08 12:06:48.347
Katya Berger	#	#	#	\Un	F	2005-07-07 17:04:33.644	2005-07-07 17:16:09.103
Sidney Berger	#	#	1962	\Un	M	2005-07-08 15:12:45.758	2005-07-08 16:11:13.647
William Berger	#	#	#	\Un	M	2005-07-08 11:42:41.192	2005-07-08 12:15:56.684
Harold Bergman	#	#	#	\Un	M	2005-07-08 09:00:27.129	2005-07-08 09:22:08.813
Henry Bergman	#	#	#	\Un	M	2005-07-08 11:34:52.937	2005-07-08 12:31:51.352
Sandahl Bergman	#	#	#	\Un	#	2005-07-08 13:45:39.115	2005-07-08 14:53:12.221
Tracy Bergman	#	#	#	\Un	#	2005-07-07 19:50:46.306	2005-07-07 20:45:59.193
Thommy Bergren	#	#	#	\Un	M	2005-07-08 14:55:23.08	2005-07-08 15:10:07.492
Steven Berkoff	#	#	#	\Un	M	2005-07-07 16:28:14.712	2005-07-07 17:55:13.879
Irving Berlin	Baline	Israel	1888	\Am	M	2005-07-08 10:44:22.185	2005-07-08 12:02:49.704
Jennie Berlin	Berlin	Jean	#	\Am	F	2005-07-08 14:05:32.198	2005-07-08 15:29:41.534
Susan Berman	#	#	#	\Un	F	2005-07-07 18:17:57.686	2005-07-07 18:50:12.526
Jason Bernhard	#	#	#	\Un	M	2005-07-07 23:55:12.512	2005-07-08 01:24:57.619
Elizabeth Berridge	#	#	#	\Un	F	2005-07-08 15:13:26.063	2005-07-08 16:43:22.651
Phillip Berrigan	#	#	#	\Un	M	2005-07-08 06:01:08.475	2005-07-08 06:04:41.077
Chuck Berry	#	#	#	\Un	M	2005-07-07 16:42:41.101	2005-07-07 17:27:57.265
Jules Berry	Paufichet	Jules	1883	\Fr	M	2005-07-08 09:54:12.929	2005-07-08 10:03:11.185
Michael Berryman	#	#	#	\Un	M	2005-07-07 16:22:16.074	2005-07-07 16:34:21.842
Bibi Besch	#	#	#	\Un	F	2005-07-07 19:45:17.716	2005-07-07 21:05:38.322
Barbara Bestar	#	#	#	\Un	F	2005-07-08 11:12:51.311	2005-07-08 12:41:20.72
Jack Beutel	#	#	#	\Un	M	2005-07-07 19:52:10.276	2005-07-07 20:50:56.192
Turhan Bey	Bey	Turhan	#	\Ct	M	2005-07-08 12:07:23.577	2005-07-08 12:38:43.25
Charles Bickford	Bickford	Charles	1889	\Am	M	2005-07-07 21:53:58.344	2005-07-07 22:23:22.217
Michael Biehn	#	#	#	\Un	M	2005-07-08 02:44:06.057	2005-07-08 03:21:32.134
Ramon Bieri	#	#	#	\Un	M	2005-07-08 09:44:21.467	2005-07-08 10:17:25.518
Peter Billingsley	#	#	#	\Un	M	2005-07-08 06:53:34.441	2005-07-08 08:05:09.869
Herman Bing	Bing	Herman	1889	\Ge	M	2005-07-08 11:45:30.289	2005-07-08 12:35:41.326
Geoff Binney	#	#	#	\Un	M	2005-07-07 19:31:17.526	2005-07-07 19:32:36.447
Edward Binns	Binns	Edward	#	\Am	M	2005-07-07 22:31:58.645	2005-07-07 22:32:04.18
Brad Bird	#	#	#	\Un	M	2005-07-07 15:47:11.726	2005-07-07 16:36:18.242
Norman Bird	Bird	Norman	1920	\Br	M	2005-07-08 13:33:02.753	2005-07-08 14:28:58.047
Jennifer Bishop	#	#	#	\Un	F	2005-07-08 06:38:28.631	2005-07-08 07:13:16.303
Pat Bishop	#	#	#	\Un	#	2005-07-07 15:52:46.68	2005-07-07 15:58:39.828
Bonnie Bittner	#	#	#	\Un	F	2005-07-08 13:27:33.13	2005-07-08 13:32:29.695
Honor Blackman	Blackman	Honor	1926	\Br	F	2005-07-08 14:45:35.843	2005-07-08 14:48:10.085
Sidney Blackmer	Blackmer	Sidney	1895	\Am	M	2005-07-08 12:10:50.394	2005-07-08 13:05:47.671
Vivian Blaine	Stapleton	Vivienne	1921	\Am	F	2005-07-07 20:00:17.67	2005-07-07 20:39:45.984
Betsy Blair	Boger	Elizabeth	1923	\Am	F	2005-07-08 03:59:35.845	2005-07-08 05:28:19.257
Janet Blair	Lafferty	Martha	1921	\Am	F	2005-07-07 23:22:31.678	2005-07-08 00:12:40.92
Linda Blair	Blair	Linda	1959	\Am	F	2005-07-07 23:51:19.766	2005-07-08 00:28:19.814
Amanda Blake	Blake	Amanda	#	\Ct	F	2005-07-08 10:59:55.226	2005-07-08 11:30:50.484
Jon Blake	#	#	#	\Un	M	2005-07-07 23:56:51.604	2005-07-08 00:56:34.068
Mary Blake	McDonald	Blossom	1896	\Am	F	2005-07-08 03:58:59.315	2005-07-08 04:58:55.962
Robert Blake	Gubitosi	Michael (Bobby)	1933	\Am	M	2005-07-07 15:57:20.394	2005-07-07 16:52:45.299
Whitney Blake	Blake	Whitney	#	\Ct	F	2005-07-07 18:41:11.434	2005-07-07 19:28:34.682
Colin Blakely	Blakely	Colin	1930	\Br	M	2005-07-08 03:16:59.092	2005-07-08 04:28:16.064
Ronee Blakley	Blakley	Ronee	1946	\Am	F	2005-07-07 22:58:49.596	2005-07-07 23:21:26.681
Michel Blanc	Blanc	Michel	#	\Fr	M	2005-07-08 12:52:09.283	2005-07-08 14:13:44.902
Alan Blanchard	#	#	#	\Un	M	2005-07-08 08:23:16.516	2005-07-08 09:47:41.059
Pierre Blanchard	#	#	#	\Un	M	2005-07-08 10:43:33.325	2005-07-08 10:54:22.455
Clara Blandick	Blandick	Clara	1880	\Am	F	2005-07-08 02:47:44.717	2005-07-08 03:06:03.247
Mark Blankfield	#	#	#	\Un	M	2005-07-08 13:47:42.228	2005-07-08 13:58:37.038
Roger Blay	#	#	#	\Un	M	2005-07-07 17:56:28.626	2005-07-07 18:33:24.338
Debra Blee	#	#	#	\Un	F	2005-07-07 21:18:35.793	2005-07-07 22:02:54.209
Bernard Blier	Blier	Bernard	1916	\Ar-\Fr	M	2005-07-07 22:57:24.181	2005-07-08 00:14:15.46
Michael Blodgett	#	#	#	\Un	M	2005-07-08 09:12:14.557	2005-07-08 10:35:34.218
Eric Blore	Blore	Eric	1887	\Br	M	2005-07-07 15:54:39.384	2005-07-07 15:59:19.89
John Blythe	Blythe	John	1921	\Br	M	2005-07-08 10:30:57.308	2005-07-08 10:41:49.427
Eleanor Boardman	Boardman	Eleanor	1898	\Am	F	2005-07-07 21:20:42.491	2005-07-07 22:08:53.545
Hart Bochner	#	#	#	\Un	M	2005-07-08 06:07:30.438	2005-07-08 06:19:00.29
Paul Boensh~III	#	#	#	\Un	M	2005-07-07 22:48:35.346	2005-07-07 23:12:28.7
Humphrey Bogart	Bogart	\FN{Humphrey DeForest	1899	\Am	M	2005-07-08 10:56:45.715	2005-07-08 11:25:40.073
Richard Bohringer	#	#	#	\Un	M	2005-07-07 15:56:13.794	2005-07-07 17:07:16.828
Ray Bolger	Bolger	Ray	1904	\Am	M	2005-07-07 20:43:31.65	2005-07-07 21:21:33.772
Joseph Bologna	Bologna	Joseph	1938	\Am	M	2005-07-08 01:12:03.641	2005-07-08 02:27:03.35
Sudie Bond	#	#	#	\Un	F	2005-07-08 15:32:02.055	2005-07-08 16:40:54.418
Natalya Bondartchuk	#	#	#	\Un	F	2005-07-08 10:27:57.479	2005-07-08 11:30:41.992
Sergei Bondartchuk	Bondartchuk	Sergei	1920	\Ru	M	2005-07-07 19:01:09.711	2005-07-07 20:20:37.226
Beulah Bondi	Bondy	Beulah	1889	\Am	F	2005-07-08 15:23:46.844	2005-07-08 16:05:33.037
Peter Bonerz	#	#	#	\Un	M	2005-07-07 22:24:08.241	2005-07-07 23:25:33.283
Sandrine Bonnaire	Bonnaire	Sandrine	1967	\Fr	F	2005-07-07 16:51:11.135	2005-07-07 17:54:23.908
Beverly Bonner	#	#	#	\Un	F	2005-07-08 12:43:34.706	2005-07-08 12:58:44.457
Val\'erie Bonnier	#	#	#	\Un	F	2005-07-08 14:29:43.209	2005-07-08 14:45:33.632
John Boorman	Boorman	John	1933	\Br	M	2005-07-07 21:24:20.405	2005-07-07 22:50:31.584
Connie Booth	#	#	#	\Un	F	2005-07-07 21:15:40.572	2005-07-07 22:12:18.514
Powers Boothe	Boothe	Powers	#	\Am	M	2005-07-08 02:05:37.789	2005-07-08 02:43:47.682
Paola Borboni	#	#	#	\Un	F	2005-07-07 16:34:41.251	2005-07-07 17:20:32.022
Matt Borel	#	#	#	\Un	M	2005-07-08 03:15:43.201	2005-07-08 04:05:01.593
Dirk Borgarde	#	#	#	\Un	M	2005-07-07 19:16:48.935	2005-07-07 19:54:07.904
Nelly Borgeaud	#	#	#	\Un	F	2005-07-08 12:55:11.755	2005-07-08 13:37:21.595
Tom Bosley	Bosley	Tom	1927	\Am	M	2005-07-08 00:00:50.218	2005-07-08 00:01:43.748
Barry Bostwick	Bostwick	Barry	1946	\Am	M	2005-07-08 12:19:32.332	2005-07-08 12:38:25.191
Benjamin Bottoms	#	#	#	\Un	M	2005-07-07 22:19:44.196	2005-07-07 23:41:58.536
Daniel Boulanger	#	#	#	\Un	M	2005-07-08 00:35:49.568	2005-07-08 01:09:39.237
Mathew Boulton	#	#	#	\Un	M	2005-07-08 11:40:47.352	2005-07-08 11:45:13.162
Carole Bouquet	#	#	#	\Un	F	2005-07-08 13:37:48.089	2005-07-08 14:30:29.237
Charon Bourke	#	#	#	\Un	#	2005-07-08 04:40:25.139	2005-07-08 05:55:41.169
Phillip Bourneuf	Bourneuf	Phillip	1912	\Am	M	2005-07-08 07:41:53.483	2005-07-08 09:10:36.381
Julie Bovasso	#	#	#	\Un	F	2005-07-08 00:17:38.72	2005-07-08 00:43:15.029
Tony Bova	#	#	#	\Un	M	2005-07-08 02:41:52.403	2005-07-08 03:13:03.732
Elizabeth Bowen	#	#	#	\Un	F	2005-07-07 19:51:14.09	2005-07-07 21:17:58.509
Roger Bowen	#	#	#	\Un	M	2005-07-08 12:53:56.708	2005-07-08 13:48:23.085
Malick Bowes	#	#	#	\Un	M	2005-07-08 11:46:51.407	2005-07-08 12:38:56.764
Dorothy Boyd	#	#	#	\Un	F	2005-07-07 21:10:18.48	2005-07-07 22:23:19.268
Guy Boyd	#	#	#	\Un	M	2005-07-08 08:15:33.534	2005-07-08 09:18:56.764
Charles Boyer	Boyer	Charles	1899	\Fr	M	2005-07-08 09:52:15.76	2005-07-08 10:31:38.666
Peter Boyle	Boyle	Peter	1933	\Am	M	2005-07-08 04:31:20.717	2005-07-08 05:21:23.078
The Bowery Boys	#	#	1942	\Am	G	2005-07-07 20:58:37.36	2005-07-07 21:54:47.632
Jean Bradin	#	#	#	\Un	M	2005-07-08 12:20:06.393	2005-07-08 13:47:37.03
Terry Bradshaw	#	#	#	\Un	#	2005-07-08 10:32:22.234	2005-07-08 11:03:22.102
Rob Brady	#	#	#	\Un	M	2005-07-07 17:51:04.058	2005-07-07 17:58:44.896
Scott Brady	Tierney	Gerald	1924	#	M	2005-07-07 15:56:12.253	2005-07-07 16:31:33.329
Sonia Braga	Braga	Sonia	#	\Br	F	2005-07-08 01:30:17.186	2005-07-08 02:17:16.13
Kenneth Branagh	Branagh	Kenneth	1960	\Un	M	2005-07-08 02:29:30.906	2005-07-08 02:48:53.054
Miriam Brickman	Brickman	Miriam	#	\GB	F	2005-07-08 07:23:09.715	2005-07-08 08:20:34.09
Neville Brand	Brand	Neville	1921	\Am	M	2005-07-07 15:56:31.978	2005-07-07 16:26:01.607
Claude Brasseur	Brasseur	Claude	1936	\Fr	M	2005-07-07 20:28:31.61	2005-07-07 21:48:36.628
Larry Breeding	#	#	#	\Un	M	2005-07-08 08:23:40.847	2005-07-08 09:34:09.018
Hanna Brejchova	#	#	#	\Un	F	2005-07-08 12:04:23.212	2005-07-08 13:28:49.962
George Brent	Nolan	George Brent	1904	\Ir	M	2005-07-08 07:08:28.15	2005-07-08 08:24:17.189
Timothy Brent	#	#	#	\Un	M	2005-07-08 09:23:01.659	2005-07-08 09:44:22.153
JeanClaude Brialy	Brialy	Jarn-ClaudeGn	#	\Fr	M	2005-07-08 13:33:00.87	2005-07-08 13:36:42.353
David Brian	Brian	David	1914	\Am	M	2005-07-08 08:38:28.34	2005-07-08 09:49:47.731
Fanny Brice	Borach	Fanny	1891	\Am	F	2005-07-07 18:59:15.336	2005-07-07 19:12:33.829
Bricktop	bn	gn	#	\Ct	M	2005-07-08 08:21:30.905	2005-07-08 09:50:23.515
Lloyd Bridges	Bridges	Lloyd	1913	\Am	M	2005-07-08 00:43:20.722	2005-07-08 01:50:42.74
Wilford Brimley	Brimley	A. Wilford	#	\Un	M	2005-07-08 03:13:41.43	2005-07-08 04:22:17.609
Tony Britton	Britton	Tony	1925	\Br	M	2005-07-08 05:30:31.844	2005-07-08 06:36:30.142
Peter Brocco	#	#	#	\Un	M	2005-07-08 12:14:43.383	2005-07-08 12:17:06.018
Phil Brock	#	#	#	\Un	M	2005-07-07 20:21:16.918	2005-07-07 21:31:48.45
Gary Brockette	#	#	#	\Un	M	2005-07-08 04:31:01.866	2005-07-08 05:56:44.081
Helen Broderick	Broderick	Helen	1890	\Am	F	2005-07-08 07:13:52.748	2005-07-08 08:22:44.899
James Broderick	Broderick	James	1927	\Am	M	2005-07-07 17:03:22.918	2005-07-07 18:25:49.968
Steve Brodie	Stevens	John	1919	\Am	M	2005-07-08 07:28:10.039	2005-07-08 08:33:11.131
Estelle Brody	Brody	Estelle	1905	\Am	F	2005-07-08 07:05:40.431	2005-07-08 07:20:01.229
J.~Edward Bromberg	Bromberg	J.~Edward	1903	\Hu	M	2005-07-08 00:21:14.678	2005-07-08 01:01:41.569
John Bromfield	Bromfield	John	1922	\Am	M	2005-07-08 07:36:51.668	2005-07-08 08:05:00.748
Charles Bronson	Buchinski	Charles	1922	\Am	M	2005-07-08 08:59:05.84	2005-07-08 09:13:03.805
Clive Brook	Brook	Clifford	1887	\Br	M	2005-07-07 23:33:54.808	2005-07-08 00:57:16.087
Faith Brook	Brook	Faith	1922	\Br	F	2005-07-07 16:03:00.984	2005-07-07 16:07:44.926
Hillary Brooke	Peterson	Beatrice	1914	\Am	F	2005-07-07 16:19:56.636	2005-07-07 16:23:33.882
Elisabeth Brooks	#	#	#	\Un	F	2005-07-08 10:15:52.256	2005-07-08 10:45:59.387
Hildy Brooks	#	#	#	\Un	F	2005-07-08 10:50:59.402	2005-07-08 11:03:03.492
James L. Brooks	Brooks	James L.	#	\Un	M	2005-07-08 12:40:53.223	2005-07-08 12:50:48.66
Louise Brooks	#	#	#	\Ct	F	2005-07-07 17:23:33.547	2005-07-07 18:42:53.985
Mel Brooks	Kaminsky	Melvin	1926	\Am	M	2005-07-07 22:30:17.273	2005-07-07 23:36:28.211
Pierce Brosnan	#	#	1952	#	M	2005-07-08 00:04:19.157	2005-07-08 00:15:25.005
Antonia Brough	#	#	#	\Un	F	2005-07-08 15:06:22.51	2005-07-08 15:25:31.681
Bruce Brown	#	#	#	\Un	M	2005-07-08 00:51:40.992	2005-07-08 02:13:05.211
Eric Brown	#	#	#	\Un	M	2005-07-08 06:55:12.004	2005-07-08 08:20:53.363
Foxy Brown	Brown	Juanita	#	\Un	F	2005-07-07 22:35:57.236	2005-07-07 23:15:15.239
Gary Brown	#	#	#	\Un	M	2005-07-08 02:08:05.625	2005-07-08 02:21:17.589
Gaye Brown	#	#	#	\Un	F	2005-07-07 21:04:45.715	2005-07-07 21:17:22.216
James Brown	Brown	James	1920	\Am	M	2005-07-08 00:12:35.234	2005-07-08 01:01:09.746
Janet Brown	#	#	#	\Un	F	2005-07-08 13:46:19.456	2005-07-08 14:21:29.263
Ken Brown	#	#	#	\Un	M	2005-07-07 17:30:22.955	2005-07-07 17:59:28.617
Lou Brown	#	#	#	\Un	M	2005-07-07 18:40:05.035	2005-07-07 18:57:35.325
Peter Brown	#	#	#	\Un	M	2005-07-07 23:41:04.94	2005-07-08 01:09:05.775
Reb Brown	#	#	#	\Un	M	2005-07-08 00:34:23.227	2005-07-08 01:52:54.219
Roger Aaron Brown	#	#	#	\Un	M	2005-07-08 06:57:29.571	2005-07-08 08:02:52.931
Coral Browne	Browne	Coral	1913	\Au	F	2005-07-08 05:56:15.446	2005-07-08 07:26:04.694
Lenny Bruce	#	#	#	\Un	M	2005-07-07 20:38:29.652	2005-07-07 20:39:25.783
Nigel Bruce	Nigel	Bruce	1895	\Br	M	2005-07-07 22:40:20.56	2005-07-07 23:25:43.599
Nadja Brunkhorst	#	#	#	\Un	F	2005-07-08 06:01:52.57	2005-07-08 07:27:11.288
Phil Bruns	#	#	#	\Un	M	2005-07-08 07:04:13.421	2005-07-08 07:21:24.829
Dora Bryan	Broadbent	Dora	1923	\Br	F	2005-07-07 19:36:20.328	2005-07-07 19:48:17.089
Jane Bryan	O'Brien	Jane	1918	\Am	F	2005-07-07 23:34:07.957	2005-07-08 00:42:52.505
Michael Bryant	Bryant	Michael	1928	\Br	M	2005-07-08 09:31:19.425	2005-07-08 10:26:33.347
Pamela Bryant	#	#	#	\Un	F	2005-07-08 15:24:45.715	2005-07-08 15:55:45.8
John Buchan	Buchan	John	#	\Br	M	2005-07-08 05:10:33.867	2005-07-08 06:39:21.068
Horst Buchholz	Buchholz	Horst	1933	\Ge	M	2005-07-08 14:05:37.396	2005-07-08 15:33:11.697
Betty Buckley	#	#	#	\Un	F	2005-07-07 22:51:11.348	2005-07-07 23:50:41.984
John Buckwalter	#	#	#	\Un	M	2005-07-08 01:33:28.17	2005-07-08 01:52:30.863
Raymond Buktencia	#	#	#	\Un	M	2005-07-08 07:48:54.455	2005-07-08 08:23:50.311
Jeremy Bulloch	#	#	#	\Un	M	2005-07-08 03:01:34.412	2005-07-08 03:49:55.441
Sandra Bullock	Bullock	Sandra	1967	\Am	F	2005-07-08 09:46:39.827	2005-07-08 10:59:43.987
Avis Bunnage	Bunnage	Avis	#	\Ct	M	2005-07-08 05:25:51.287	2005-07-08 05:42:14.217
Robert Bur	#	#	#	\Un	M	2005-07-08 01:56:32.072	2005-07-08 02:00:56.5
Valerie Burdinelli	Valerie	Burdinelli	1960	\Am	F	2005-07-08 03:00:42.371	2005-07-08 04:01:20.818
Eric Burdon	#	#	#	\Un	M	2005-07-08 03:23:31.722	2005-07-08 04:37:13.841
Scott Burgess	#	#	#	\Un	M	2005-07-07 16:18:37.565	2005-07-07 17:27:14.849
Gary Burghoff	#	#	#	\Un	M	2005-07-07 17:31:42.736	2005-07-07 18:02:06.051
Paul Burke	Burke	Paul	1926	\Am	M	2005-07-08 10:08:19.532	2005-07-08 10:27:27.3
Dennis Burkley	#	#	#	\Un	M	2005-07-07 22:06:25.675	2005-07-07 23:05:19.543
Tom Burlinson	#	#	#	\Un	M	2005-07-08 14:30:14.644	2005-07-08 15:42:14.943
George Burns	Birnbaum	Nathan	1896	\Am	M	2005-07-08 01:25:43.862	2005-07-08 01:39:35.687
Marilyn Burns	#	#	#	\Un	F	2005-07-07 15:42:17.563	2005-07-07 15:43:07.185
Stephan W. Burns	#	#	#	\Un	M	2005-07-08 00:06:35.819	2005-07-08 01:18:37.15
Tim Burns	#	#	#	\Un	M	2005-07-08 15:21:42.649	2005-07-08 15:27:28.124
Terri Burrell	#	#	#	\Un	F	2005-07-07 18:14:58.005	2005-07-07 18:52:06.637
Jackie Burroughs	#	#	#	\Un	F	2005-07-07 23:15:25.174	2005-07-08 00:31:42.217
Bill Burrows	#	#	#	\Un	M	2005-07-07 20:32:23.86	2005-07-07 21:44:38.716
Jeff Burton	#	#	#	\Un	M	2005-07-07 17:15:33.695	2005-07-07 17:17:28.213
Kate Burton	Burton	Kate	1958	\Un	F	2005-07-07 21:55:48.821	2005-07-07 22:03:44.615
Robert Butler	Butler	Robert	#	\Am	M	2005-07-08 05:42:08.474	2005-07-08 07:06:46.141
William Butler	#	#	#	\Un	M	2005-07-08 04:52:16.472	2005-07-08 05:54:32.675
Yancy Butler	Butler	Yancy	#	#	F	2005-07-08 00:09:56.484	2005-07-08 01:35:08.837
Charles Butterworth	Butterworth	Charles	1896	\Am	M	2005-07-07 20:38:23.9	2005-07-07 20:57:49.458
Red Buttons	Chwatt	Aaron	1918	\Am	M	2005-07-07 20:28:17.385	2005-07-07 21:39:01.291
John Byner	#	#	#	\Un	M	2005-07-07 22:23:10.345	2005-07-07 23:00:51.72
Ralph Byrd	Byrd	Ralph	1909	\Am	M	2005-07-07 16:06:57.151	2005-07-07 16:57:17.071
Tom Byrd	#	#	#	\Un	M	2005-07-08 04:08:58.745	2005-07-08 04:42:26.907
Anne Byrne	#	#	#	\Un	F	2005-07-07 23:20:43.136	2005-07-07 23:41:17.471
Martha Byrne	#	#	#	\Un	F	2005-07-08 08:46:33.795	2005-07-08 09:17:45.132
Sebastian Cabot	Cabot	Sebastian	1918	\Br	M	2005-07-08 13:41:41.634	2005-07-08 15:10:19.941
Jean Cadell	Cadell	Jean	1884	\Br(Sc)	F	2005-07-08 07:30:29.222	2005-07-08 07:41:42.072
Cheri Caffaro	#	#	#	\Un	F	2005-07-08 07:58:23.412	2005-07-08 08:17:32.75
Jeanne Cagney	Cagney	Jean	1919	\Am	F	2005-07-08 14:52:20.303	2005-07-08 15:40:42.333
William Cagney	Cagney	William	#	\Am	M	2005-07-08 13:25:05.719	2005-07-08 13:40:05.92
Shakira Caine	#	#	#	\Un	F	2005-07-08 04:12:12.871	2005-07-08 05:02:01.453
Louis Calhern	Vogt	Carl	1895	\Am	M	2005-07-07 21:23:22.903	2005-07-07 22:09:23.548
Rory Calhoun	Durgin	Frances Timothy	1922	\Am	M	2005-07-08 04:26:37.436	2005-07-08 05:04:22.517
Joseph Cali	#	#	#	\Un	M	2005-07-07 22:01:55.428	2005-07-07 22:55:19.916
Maria Callas	Kalogeropolos	Maria	1923	\Gr-\Am	F	2005-07-08 01:52:31.403	2005-07-08 02:41:33.003
Joseph Calleia	Spurin-Calleia	Joseph	1897	Maltese	M	2005-07-08 13:15:08.017	2005-07-08 14:01:34.997
Simon Callow	#	#	#	\Un	M	2005-07-08 01:08:43.494	2005-07-08 01:27:46.008
Donald Calthrop	Calthrop	Donald	1888	\Br	M	2005-07-08 10:30:12.264	2005-07-08 10:40:18.011
Corinne Calvet	Dibos	Corinne	1925	\Fr	F	2005-07-07 15:52:53.255	2005-07-07 16:19:12.234
Henry Calvin	Calvin Goodman jr.	Wimberly	1918	\Am	M	2005-07-08 02:01:17.704	2005-07-08 03:18:36.276
Rod Cameron	Cox	Nathan	1910	\Ca	M	2005-07-08 04:34:23.409	2005-07-08 05:41:30.04
Coleen Camp	#	#	#	\Un	F	2005-07-07 21:04:57.917	2005-07-07 22:06:28.655
Hamilton Camp	#	#	#	\Un	M	2005-07-08 14:07:34.271	2005-07-08 14:41:30.484
