filmid	title	year	director
NJ13	T:Rollerball	1975	D:Jewison
NJ16	T:Best Friends	1982	D:Jewison
NJ20	T:Agnes of God	1985	D:Jewison
NJ25	T:Moonstruck	1987	D:Jewison
NMa10	T:The Three Stooges Go Around the World in A Daze	1963	D:Maurer
PdR10	T:Allegro Ma Troppo	1963	D:deRoubais
PK3	Tm:White Dawn	1975	D:Ph.Kaufman
PK6	Tm:The Wanderers	1980	D:Ph.Kaufman
PK7	T:The Right Stuff	1983	D:Ph.Kaufman
RtD10	T:The Long Silence	1963	D:R.Douglas
RtD11	T:You'll Be the Death of Me	1963	D:R.Douglas
RtD12	T:Behind the Locked Door	1964	D:R.Douglas
RtD13	T:Sign of Satan	1964	D:R.Douglas
SPv10	T:The Waltz King	1963	D:Previn
SSe10	Tm:Day of the Triffids	1963	D:Sekely
WHu7	Tm:Quackser Fortune Has a Cousin in the Bronx	1970	D:W.Hussein
WHu10	T:Henry VIII and His Six Wives	1972	D:W.Hussein
BeW12	T:The Saboteur, Code Name Morituri	1965	D:Wicki
IvP20	T:Crime and Passion	1976	D:Passer
IvP24	Tm:Silver Bears	1978	D:Passer
JEu15	T:Bad Company	1969	D:Eustache
JGs6	T:A Man Named Gannon	1964	D:Goldstone
JGs20	T:Winning	1969	D:Goldstone
JGs31	T:Rollercoaster	1977	D:Goldstone
KRu2	T:Women in Love	1969	D:K.Russell
KRu4	T:The Devils	1971	D:K.Russell
KRu6	T:The Boyfriend	1971	D:K.Russell
KRu7	T:Mahler	1974	D:K.Russell
KRu10	T:Valentino	1977	D:K.Russell
LwT20	T:The Lady in Red	1978	D:Teague
LwT30	T:Fighting Back	1983	D:Teague
LwT33	T:Cujo	1983	D:Teague
LwT39	T:Jewel of the Nile	1985	D:Teague
MAp24	T:Agatha	1979	D:Apted
MAp25	T:Coal Miner's Daughter	1980	D:Apted
MAp27	Tm:Continental Divide	1981	D:Apted
MAp29	T:Gorky Park	1983	D:Apted
MAp39	T:Gorillas in the Mist	1988	D:Apted
MF2	T:Lasky Jedne Plavovlasky	1965	D:Forman
MF3	T:Fireman's Ball	1967	D:Forman
MF6	T:Hair	1979	D:Forman
MF7	T:Ragtime	1981	D:Forman
MF8	T:Amadeus	1983	D:Forman
MF9	T:Valmont	1989	D:Forman
MZ1	T:Loving Couples	1964	D:Zetterling
PTw1	T:Sunday in New York	1964	D:Tewkesbury
UbR10	T:The Last Man on Earth	1964	D:Ragona
WFr10	T:Change of Address	1964	D:Friedkin
WFr11	T:The McGregor Affair	1964	D:Friedkin
WFr12	T:Crimson Witness	1965	D:Friedkin
WFr13	T:Thou Still Unravished Bride	1965	D:Friedkin
WFr14	T:Off Season	1965	D:Friedkin
WFr35	T:The French Connection	1971	D:Friedkin
WFr36	T:The Exorcist	1971	D:Friedkin
WFr38	T:The Boys in the Band	1976	D:Friedkin
WFr39	T:Sorcerer	1977	D:Friedkin
WFr42	T:Cruising	1980	D:Friedkin
WFr45	T:Deal of the Century	1983	D:Friedkin
AlM10	T:The Photographer and the Undertaker	1965	D:March
CCG1	T:The Sleeping Car Murders	1965	D:CostaGavras
CCG3	T:Z	1969	D:Costa-Gravas
CCG4	T:L'Aveu	1970	D:CostaGavras
CCG7	T:Missing	1982	D:CostaGavras
CCG8	T:Hannah K	1983	D:CostaGavras
CCG15	T:Music Box	1989	D:CostaGavras
EtS3	T:The Pizza Triangle	1970	D:Scola
FrC1	T:A Thousand Clowns	1965	D:F.Coe
FrP10	T:King of the Gypsies	1978	D:Pierson
HCo10	T:Night Fever	1965	Coleman
IBo5	T:Deliverance	1972	D:Boorman
IBo7	T:Exorcist II: The Heretic	1973	D:Boorman
IBo20	T:Excalibur	1981	D:Boorman
IBo27	T:The Emerald Forest	1985	D:Boorman
IBo35	T:The General	1998	D:Boorman
JBH10	T:The Bedford Incident	1965	D:J.B.Harris
JBH20	Tm:Some Call it Loving	1973	D:J.B.Harris
JBw10	T:Wally the Beard	1965	D:J.Brown
JTl9	T:Hurricane	1979	D:Troell
LiS10	T:Licensed to Kill	1965	D:Shonteff
MBe2	T:China is Near	1967	D:Bellocchio
MBe10	T:Devil in the Flesh	1987	D:Bellocchio
MBe18	T:The Conviction	1994	D:Bellocchio
MRv6	T:Witchfinder General	1968	D:Reeves
NoT3	T:The Ugly Dachshund	1965	D:Tokar
NoT5	T:The Happiest Millionaire	1967	D:Tokar
NoT10	Tm:Apple Dumpling Gang	1975	D:Tokar
NoT12	Tm:Snowball Express	1975	D:Tokar
NoT15	Tm:Cat from Outer Space	1978	D:Tokar
RKp10	T:The Eleanor Roosevelt Story	1965	D:R.Kaplan
SiM10	T:Tammy and the Millionaire	1969	D:S.Miller
SkT1	T:Kizino Kizi	1965	D:Taniguchi
WCo10	T:Two on a Guillotine	1965	D:Conrad
WTN10	T:Thunder in Dixie	1965	D:Naud
BBw10	T:Endless Summer	1966	D:Br.Brown
BBw20	T:Bruce Brown's The Endless Summer II	1966	D:Br.Brown
DoH10	T:Beau Geste	1966	D:Heyes
FZe1	T:The Taming of the Shrew	1966	D:Zefferelli
FZe2	T:Romeo and Juliet	1968	D:Zeffirelli
FZe3	T:Brother Sun and Sister Moon	1973	D:Zefferelli
FZe6	T:Endless Love	1981	D:Zeffirelli
FZe7	T:La Traviata	1983	D:Zefferelli
FZe10	T:Otello	1986	D:Zefferelli
GAd5	T:Lord Love a Duck	1966	D:G.Axelrod
GAd10	T:The Secret Life of an American Wife	1968	D:G.Axelrod
GiG10	Tm:Rage	1966	D:Gazcon
HyA10	T:Suppose They Gave a War	1970	D:Averback
JeH10	T:The Shooting	1966	D:J.Hellman
JeH30	Tm:Promises in the Dark	1980	D:J.Hellman
JNe20	T:Czeslaw Milosz: the Poet Remebers	1989	D:Nemec
JSg18	T:MacArthur	1977	D:Sargent
JSg22	Tm:Coast-to-Coast	1980	D:Sargent
MlC15	T:The Lost Continent	1968	D:Carreras
MeG12	Tm:Lepke	1977	D:Golan
MeG30	T:Over the Brooklyn Bridge	1983	D:Golan
MN1	T:Who's afraid of Virginia Woolf	1966	D:M.Nichols
MN2	T:The Graduate	1967	D:M.Nichols
MN11	T:Heartburn	1986	D:M.Nichols
MN15	T:Working Girl	1989	D:M.Nichols
MiS3	T:Myra Breckenridge	1969	D:Sarne
PlM1	T:Sinderella and the Golden Bra	1966	D:Mart
REM5	T:Any Wednesday	1966	D:R.E.Miller
SNz10	T:Georgy Girl	1966	D:Narizzano
SRm1	T:Blood Bath	1966	D:Rothman
VoS40	T:The Handmaid's Tale	1990	D:Schlondorff
BuK5	T:The War Wagon	1967	D:Kennedy
BuK10	Tm:Support Your Local Sheriff	1969	D:Kennedy
CaR1	T:Enter Laughing	1967	D:C.Reiner
CaR5	T:The Comic	1969	D:C.Reiner
CaR7	T:Where's Poppa?	1970	D:C.Reiner
CaR15	T:Oh, God	1977	D:C.Reiner
CaR20	T:Dead Men Don't Wear Plaid	1982	D:C.Reiner
CaR30	T:Show-Biz Nose	1989	D:C.Reiner
GSs1	T:Barefoot in the Park	1967	D:Saks
IAv4	Tm:Joe	1970	D:J.G.Avildsen
IAv7	T:Save the Tiger	1973	D:J.G.Avildsen
IAv10	T:Rocky	1976	D:J.G.Avildsen
IAv16	Tm:The Formula	1981	D:J.G.Avildsen
IAv18	T:Happy New Year	1987	D:J.G.Avildsen
IAv20	T:Karate Kid III	1989	D:J.G.Avildsen
IAv21	T:Rocky V	1990	D:J.G.Avildsen
JSi10	T:Ulysses	1967	D:Strick
LaJ13	T:Lipstick	1976	D:L.Johnson
LaJ20	Tm:Spacehunter: Adventures in the Forbidden Zone	1983	D:L.Johnson
MRt5	T:The Candidate	1972	D:M.Ritchie
MRt6	T:Smile	1975	D:M.Ritchie
MRt7	T:The Bad News Bears	1976	D:M.Ritchie
MRt11	Tm:The Island	1980	D:M.Ritchie
MRt18	T:Fletch	1986	D:M.Ritchie
PCo11	T:And Then There Were None	1974	D:Collinson
PCo12	T:The Spiral Staircase	1975	D:Collinson
PCo17	Tm:The Earthling	1980	D:Collinson
ToL10	Tm:Billy Jack	1971	D:T.Laughlin
WBz13	T:Immoral Tales	1974	D:Borowczyck
WH9	T:Nosferatu the Vampyre	1978	D:Herzog
AHv10	T:The Lion in Winter	1968	D:A.Harvey
AnP8	T:The Lady Vanishes	1979	D:A.Page
BKo10	T:Krakatoa, East of Java	1968	D:Kowalski
BdP1	T:unknown	1968	D:B.dePalma
BdP2	T:Hi, Mom!	1970	D:B.dePalma
BdP8	Tm:Sisters	1973	D:B.dePalma
BdP10	T:Phantom of The Paradise	1974	D:B.dePalma
BdP11	T:Obsession	1976	D:B.dePalma
BdP13	T:The Fury	1979	D:B.dePalma
BdP14	T:Dressed to Kill	1980	D:B.dePalma
BdP15	T:Blow Out	1981	D:B.dePalma
BdP16	T:Scarface	1983	D:B.dePalma
BdP17	T:Body Double	1984	D:B.dePalma
BdP18	T:Wise Guys	1984	D:B.dePalma
BzK8	T:Riot	1968	D:Kulik
BzK20	T:The Hunter	1980	D:Kulik
CPR10	T:A Challenge for Robin Hood	1968	D:PenningtonRichards
GgD10	T:Yellow Submarine	1968	D:Dunning
GiC3	T:I Never Sang for my Father	1968	D:Cates
GiC10	Tm:Last Married Couple in America	1980	D:Cates
GiC12	Tm:Oh God, Book II	1980	D:Cates
GRo1	T:The Night of The Living Dead	1968	D:Romero
GRo5	Tm:Season of the Witch	1972	D:Romero
GRo15	T:Dawn of the Dead	1979	D:Romero
GRo20	T:Creepshow	1982	D:Romero
GRo30	T:The Night of The Living Dead - the Remake	1990	D:Romero
HMo10	Tm:With Six You Get Eggroll	1968	D:H.Morris
JOC10	T:The Valley of Gwangi	1968	D:OConnelly
JFr15	T:Venus in Furs	1970	D:Franco
JFr22	T:Jack the Ripper	1976	D:Franco
JGo10	T:Man Friday	1976	D:Gold
JGo13	Tm:The Medusa Touch	1978	D:Gold
JiC20	Tm:Madhouse	1974	D:J.Clark
KBi10	T:The Light at the Edge of the World	1971	D:Billington
MB2	Tm:The Twelve Chairs	1970	D:Mel~Brooks
MB3	T:Blazing Saddles	1974	D:Mel~Brooks
MB5	T:Silent Movie	1976	D:Mel~Brooks
MB6	T:High Anxiety	1978	D:Mel~Brooks
MgT10	Tm:Battle Beneath the Earth	1968	D:Tully
MRy1	T:The Fox	1968	D:Rydell
MRy21	T:Intersection	1994	D:Rydell
NoB3	T:Pretty Poison	1968	D:N.Black
PBo5	T:What's Up, Doc?	1972	D:Bogdanovich
PBo9	T:Nickelodeon	1976	D:Bogdanovich
PBo11	T:They All Laughed	1982	D:Bogdanovich
PBo15	T:The Mask	1985	D:Bogdanovich
PlB2	T:Marlowe	1968	D:P.Bogart
PlB12	T:The Skin Game	1971	D:P.Bogart
PlB20	Tm:Class of '44	1973	D:P.Bogart
PNe4	T:The Glass Menagerie	1987	D:P.Newman
UlG3	T:Straight Time	1978	D:Grosbard
YYa1	T:Otoko wa Tsurayo	1968	D:Yamada
YYa58	T:Otoko wa Tsurayo	1989	D:Yamada
YYa59	T:Tora-San, the Memorial Day of Salad	1989	D:Yamada
YYa60	T:Tora-San Goes to Vienna	1989	D:Yamada
BSc2	T:More	1969	D:Schroeder
BSc5	T:The Valley	1972	D:Schroeder
BSc7	T:General Idi Amin	1974	D:Schroeder
BSc9	T:Maitresse	1975	D:Schroeder
BSc11	T:Koko, the Talking Gorilla	1977	D:Schroeder
BSc20	T:Barfly	1987	D:Schroeder
BSc28	T:Single White Female	1992	D:Schroeder
DCa10	T:Demon Seed	1977	D:Cammell
HbR1	T:Goodbye Mr.~Chips	1969	D:H.Ross
HbR4	T:Play it Again, Sam	1972	D:H.Ross
HbR5	Tm:The Last of Sheila	1973	D:H.Ross
HbR6	T:Funny Lady	1975	D:H.Ross
HbR8	T:The Seven-Per-Cent Solution	1976	D:H.Ross
HbR10	T:California Suite	1978	D:H.Ross
HbR18	T:I Ought to be in Pictures	1982	D:H.Ross
HbR21	Tm:Footloose	1984	D:H.Ross
HbR22	T:Protocol	1984	D:H.Ross
HbR30	T:Steel Magnolias	1989	D:H.Ross
HbR34	T:Boys on The Side	1995	D:H.Ross
HJL10	Tm:The Candy Man	1969	D:Leder
IDx5	T:The Virgin Soldiers	1969	D:Dexter
IWa30	T:Hairspray	1988	D:Waters
IWa35	T:Cry-Baby	1990	D:Waters
NiR3	T:Don't Look Now	1973	D:Roeg
NiR30	T:Eureka	1983	D:Roeg
NiR40	T:Castaway	1986	D:Roeg
PHt1	T:On Her Majesty's Secret Service	1969	D:Hunt
PHt11	T:Gold	1974	D:Hunt
PHt13	T:Gulliver's Travels	1976	D:Hunt
PHt20	T:Wild Geese II	1985	D:Hunt
RA2	T:Young Winston	1972	D:Attenborough
RA3	T:A Bridge too Far	1977	D:Attenborough
RA5	T:Gandhi	1982	D:Attenborough
RA8	T:A Chorus Line	1985	D:Attenborough
RWF22	T:Chinese Roulette	1976	D:Fassbinder
RWF26	T:Despair	1978	D:Fassbinder
RWF27	T:The Marriage of Maria Braun	1978	D:Fassbinder
RWF32	T:Berlin-Alexanderplatz	1979	D:Fassbinder
RWF37.	T:Querelle	1982	D:Fassbinder
SBg10	T:The Picasso Summer	1969	D:Bourgignon
WA1	T:Take the Money and Run	1969	D:Woody~Allen
WA2	T:Bananas	1971	D:Woody~Allen
WA3	T:Everything You Always Wanted to Know About Sex and Were Afraid to Ask	1972	D:Woody~Allen
WA4	T:Sleeper	1973	D:Woody~Allen
WA5	T:Love and Death	1976	D:Woody~Allen
WA6	T:Annie Hall	1977	D:Woody~Allen
WA7	T:Interiors	1978	D:Woody~Allen
WA8	T:Manhattan	1979	D:Woody~Allen
WA10	T:A Midsummernights Sex Comedy	1982	D:Woody~Allen
WA12	T:Broadway Danny Rose	1984	D:Woody~Allen
WA13	T:Hannah and Her Sisters	1985	D:Woody~Allen
WA14	T:The Purple Rose of Cairo	1985	D:Woody~Allen
WA15	T:Radio Days	1987	D:Woody~Allen
WA18	T:Alice	1990	D:Woody~Allen
WA19	T:Shadows and Fog	1992	D:Woody~Allen
WA21	T:Manhattan Murder Mystery	1993	D:Woody~Allen
WA22	T:Bullets Over Broadway	1994	D:Woody~Allen
AML1	T:The Incredible Two-headed Monster	1970	D:Lanza
BGH10	Tm:Kelly's Heroes	1970	D:B.Hutton
BGH20	Tm:First Deadly Sin	1980	D:B.Hutton
BGH26	T:High Road to China	1983	D:B.Hutton
BRf1	T:Five Easy Pieces	1970	D:Rafelson
BRf4	T:Stay Hungry	1976	D:Rafelson
BRf20	T:The Postman Always Rings Twice	1981	D:Rafelson
DaA1	T:The Bird with the Crystal Plumage	1970	D:Argento
DaA5	T:Suspira	1976	D:Argento
DCs12	T:Burnt Offerings	1976	D:D.Curtis
DCR15	Tm:Scanners	1980	D:Cronenberg
DCr20	T:The Fly	1986	D:Cronenberg
DHe10	Tm:Dunwich Horror	1970	D:D.Haller
EdA5	T:Rush to Judgement	1970	D:deAntonio
EdA10	T:Point of Order	1975	D:deAntonio
EdA15	T:In the Year of the pig	1980	D:deAntonio
EdA20	T:Mr.~Hoover and I	1989	D:deAntonio
EMa10	T:A New Leaf	1970	D:E.May
EMa15	T:Heartbreak Kid	1972	D:E.May
FSc1	T:The Priest	1970	D:Schepisi
FSc5	T:The Chant of Jimmy Blacksmith	1978	D:Schepisi
FSc10	T:Barbarosa	1982	D:Schepisi
FSc15	T:Plenty	1985	D:Schepisi
HAs2	T:Harold and Maude	1971	D:Ashby
HAs3	T:The Last Detail	1974	D:Ashby
HAs4	T:Shampoo	1975	D:Ashby
HAs5	T:Bound for Glory	1975	D:Ashby
HAs7	T:Being There	1979	D:Ashby
HWe10	T:Medium Cool	1970	D:Wexler
HPr10	T:Something for Everyone	1970	D:Prince
HPr20	T:A Little Night Music	1977	D:Prince
JaB2	T:The Paper Chase	1973	D:Bridges
JaB5	T:The China Syndrome	1979	D:Bridges
JSb3	T:Puzzle of a Downfall Child	1970	D:Schatzberg
JSb5	T:Panic in Needle Park	1971	D:Schatzberg
JSb10	T:The Seduction of Joe Tynan	1979	D:Schatzberg
JSb13	Tm:Honeysuckle Rose	1980	D:Schatzberg
KCo15	T:The Land that Time Forgot	1974	D:Connor
KCo20	T:Trial by Combat	1976	D:Connor
KCo22	T:The People that Time Forgot	1977	D:Connor
LJe1	T:The Railway Children	1970	D:Jeffries
LJe2	T:The Amazing Mr.~Blunden	1972	D:Jeffries
MS4	T:Alice Doesn't Live Here Anymore	1974	D:Scorsese
MS7	Tm:New York, New York	1977	D:Scorsese
MS10	T:The Last Waltz	1978	D:Scorsese
MS19	T:The King of Comedy	1982	D:Scorsese
MS20	T:After Hours	1985	D:Scorsese
MWa10	Tm:Wolfen	1981	D:Wadleigh
PaS10	T:The Black Train	1970	D:Schiffer
PeS3	T:Countess Dracula	1970	D:Sasdy
PeS5	T:Hands of the Ripper	1971	D:Sasdy
PM1	T:Bob and Carol and Ted and Alice	1970	D:Mazursky
PM3	T:Blume in Love	1973	D:Mazursky
PM10	T:Down and Out in Beverly Hills	1986	D:Mazursky
PM12	T:Enemies, A Love Story	1989	D:Mazursky
PM15	T:Scenes from a Mall	1991	D:Mazursky
RBe2	T:The Late Show	1977	D:Benton
RBe3	T:Kramer vs. Kramer	1979	D:Benton
RBe5	Tm:Still of the Night	1982	D:Benton
RFu10	T:Wuthering Height	1970	D:Fuest
RFu11	T:The Abominable Dr. Phibes	1971	D:Fuest
RFu12	T:Dr. Phibes Rises Again	1972	D:Fuest
VME8	Tm:Gus	1970	D:McEveety
VME9	T:The Brotherhood of Satan	1971	D:McEveety
VME11	T:One Little Indian	1972	D:McEveety
VME13	T:Herbie Rides Again	1974	D:McEveety
VME14	T:Treasure of Matecumbe	1976	D:McEveety
VME15	T:Herbie Goes to Monte Carlo	1977	D:McEveety
VME18	T:The Apple Dumpling Gang Rides Again	1979	D:McEveety
VME20	T:Herbie Goes Bananas	1980	D:McEveety
WCr10	T:Swamp Thing	1981	D:W.Craven
WCr15	T:A Nightmare on Elm Street	1984	D:W.Craven
WCr20	T:The Return of the Swamp Thing	1986	D:W.Craven
WCr40	T:New Nightmare	1994	D:W.Craven
AJP1	T:Klute	1971	D:Pakula
AJP2	T:The Parallax View	1974	D:Pakula
AJP3	T:All the President's Men	1976	D:Pakula
AJP5	T:Starting Over	1980	D:Pakula
AJP7	T:Sophie's Choice	1982	D:Pakula
ATa5	T:La Salamandre	1971	D:Tanner
ATa10	T:Jonah Who Will Be 25 in the Year 2000	1976	D:Tanner
CEa1	T:Play Misty for Me	1971	D:Eastwood
CEa2	T:High Plains Drifter	1973	D:Eastwood
CEa3	T:The Outlaw Josey Wales	1976	D:Eastwood
CEa4	T:The Gauntlet	1977	D:Eastwood
CEa6	T:The Eiger Sanction	1981	D:Eastwood
CEa7	T:Firefox	1982	D:Eastwood
CEa9	Tm:Sudden Impact	1983	D:Eastwood
CEa12	T:Bird	1988	D:Eastwood
CEa14	T:White Hunter, Black Heart	1990	D:Eastwood
CEa15	T:Rookie	1990	D:Eastwood
CEa18	T:Bridges of Madison County	1995	D:Eastwood
CH5	T:Anthony and Cleopatra	1971	D:Heston
CoH1	T:Foul Play	1978	D:Higgins
CoH3	T:Best Little Whorehouse in Texas	1982	D:Higgins
CWr3	T:A Day in the Life of Ivan Denisovitch	1971	D:Wrede
CWr10	Tm:Ransom	1984	D:Wrede
DTr3	T:Silent Running	1971	D:Trumbull
DTr10	T:Brainstorm	1983	D:Trumbull
EPe10	T:Zeppelin	1971	D:Perier
GgL2	T:American Graffiti	1973	D:G.Lucas
GgL3	T:Star Wars	1977	D:G.Lucas
GPk10	T:Shaft	1971	D:Parks
GPk14	T:Shaft's Big Score	1972	D:Parks
HJ1	T:A Safe Place	1971	D:Jaglom
HJ5	T:Can She Bake a Cherry Pie?	1983	D:Jaglom
HJ7	Tm:Sitting Ducks	1980	D:Jaglom
IBa7	T:The Bingo Long Traveling All-Stars	1976	D:Badham
IBa10	T:Dracula	1979	D:Badham
IBa12	T:War Games	1983	D:Badham
IBa13	T:Blue Thunder	1983	D:Badham
IHk20	Tm:Brass Target	1978	D:Hough
IHk30	Tm:Triumphs of a Man Called Horse	1982	D:Hough
IvR23	T:Father's Day	1996	D:Reitman
LTu10	T:Marriage of A young Stockbroker	1971	D:Turman
LTu30	Tm:Second Thoughts	1982	D:Turman
MiT3	T:Mister Quilp	1975	D:Tuchner
MSL15	T:Strange Invaders	1984	D:M.Laughlin
MvC10	Tm:Evel Knievel	1971	D:Chomsky
MvC30	Tm:Tank	1984	D:Chomsky
PWr2	T:The Cars That Ate Paris	1971	D:Weir
PWr3	T:Picnic at Hanging Rock	1975	D:Weir
PWr5	T:Gallipoli	1981	D:Weir
PWr6	T:The Year of Living Dangerously	1982	D:Weir
PWr8	T:Witness	1985	D:Weir
PWr10	T:The Mosquito Coast	1986	D:Weir
PWr14	T:Green Card	1989	D:Weir
RBa1	T:Fritz the Cat	1971	D:Bakshi
RBa2	T:Heavy Traffic	1973	D:Bakshi
RBa3	T:The Nine Lives of Fritz the Cat	1975	D:Bakshi
RBa4	T:Coonskin	1975	D:Bakshi
RBa5	T:Wizards	1977	D:Bakshi
RBa6	T:Lord of The Ring	1978	D:Bakshi
RBa7	T:American Pop	1981	D:Bakshi
RBa8	T:Hey Good Lookin'	1982	D:Bakshi
RBB10	Tm:Made for Each Other	1971	D:Bean
RSa5	T:Vanishing Point	1971	D:Sarafin
RSfl0	Tm:The Man Who Loved Cat Dancing	1973	D:Sarafian
RSf20	Tm:Sunburn	1979	D:Sarafian
SPo2	T:Let's Do It Again	1975	D:Poitier
Spo8	T:Hanky Panky	1982	D:Poitier
StF5	T:Dangerous Liasons	1987	D:Frears
StF12	T:Hero	1992	D:Frears
StF14	T:The Snapper	1993	D:Frears
BaP10	T:Cool Breeze	1972	D:B.Pollack
BCl4	T:Murder by Decree	1979	D:B.Clark
CAN10	T:Charlotte's Web	1972	D:C.Nichols
DaH1	T:Running Scared	1972	D:Hemmings
DuW10	T:Some Will, Some Won't	1972	D:Wood
EgM10	Tm:Bad Man's River	1972	D:E.Martin
EgM12	T:Horror Express	1973	D:E.Martin
ELh1	T:Portnoy's Complaint	1972	D:E.Lehman
EuM10	Tm:Pancho Villa	1972	D:Eu.Marin
GCS10	T:Rage	1972	D:G.C.Scott
GBl10	Tm:To Kill a Clown	1972	D:Bloomfield
GBl20	Tm:Nothing Personal	1980	D:Bloomfield
GrD10	T:Deep Throat	1972	D:Damiano
JeJ10	T:Airport '77	1977	D:Jameson
JeJ15	T:Raise the Titanic!	1980	D:Jameson
PBa4	T:Cannonball	1976	D:Bartel
PBa8	T:Lust in the Dust	1985	D:Bartel
PMe10	Tm:The Ruling Class	1972	D:Medak
PMe20	T:Zorro, the Gay Blade	1981	D:Medak
RAC10	T:Fuzz	1972	D:Colla
RAC20	Tm:Battlestar Galactica	1978	D:Colla
WlC10	T:Blacula	1972	D:Crain
WSt10	T:Alice's Adventures in Wonderland	1972	D:Sterling
AMy18	T:Police Academy 5	1988	D:Myerson
APa5	T:Bugsy Malone	1977	D:A.Parker
APa7	T:Fame	1979	D:A.Parker
APa24	T:Come See the Paradise	1990	D:A.Parker
APa25	T:The Commitments	1991	D:A.Parker
CSe6	T:But What Do Women Want	1978	D:Serreau
CSe10	T:Three Men and a Cradle	1985	D:Serreau
CSe15	T:Mama, There's a Man in Your Bed	1989	D:Serreau
EdC10	T:Hitler: The Last Ten Days	1973	D:deConcini
GlJ40	Tm:Only When I Laugh	1980	D:G.Jordan
IMi1	T:Dillinger	1973	D:Milius
IMi4	T:Conan the Barbarian	1982	D:Milius
IMi10	Tm:Red Dawn	1984	D:Milius
IWo35	T:Hard Target	1993	D:Woo
JCJ10	T:The Nelson Affair	1973	D:J.C.Jones
KrD10	T:Scalawag	1973	D:K.Douglas
MCi1	T:Thunderbolt and Lightfoot	1974	D:Cimino
MiC5	T:Westworld	1976	D:M.Crichton
MiC11	T:The First Great Train Robbery	1978	D:M.Crichton
MiC15	T:Coma	1978	D:M.Crichton
MiC20	T:Looker	1981	D:M.Crichton
RbC10	T:Enter the Dragon	1973	D:Clouse
RbC17	T:Amsterdam Kill	1977	D:Clouse
RCm10	Tm:Macon County Line	1973	D:Compton
TMa10	T:Days of Heaven	1978	D:Malick
CWh10	Tm:That'll be the Day	1974	D:Whatham
DaG3	T:The Count of Monte Christo	1974	D:D.Greene
DaG6	T:Gray Lady Down	1978	D:D.Greene
ERz3	T:In Danger and Dire Distress the Middle Road Leads to Death	1974	D:Reitz
GNe5	T:Freaky Friday	1976	D:Gary~Nelson
GPC5	T:The Cassandra Crossing	1977	D:Cosmatos
GPC10	Tm:Escape to Athena	1979	D:Cosmatos
GPC20	T:Rambo: First Blood Part Two	1985	D:Cosmatos
ICa9	T:The Thing	1982	D:Carpenter
ICa20	T:Memoirs of an Invisible Man	1991	D:Carpenter
JDe1	T:Caged Heat	1974	D:J.Demme
JDe5	Tm:Fighting Mad	1976	D:J.Demme
JDe8	T:Last Embrace	1980	D:J.Demme
JDe10	T:Melvin and Howard	1980	D:J.Demme
JDe12	T:Something Wild	1982	D:J.Demme
JDe15	T:Swing Shift	1984	D:J.Demme
JHr20	T:That's Dancin'	1985	D:Haley
JSz3	T:Jaws 2	1980	D:Szwarc
JSz4	T:Somewhere in Time	1980	D:Szwarc
JuJ1	T:Emmanuelle	1974	D:Jaeckin
KBu50	T:Frank Lloyd Wright	1997	D:Burns
SBs10	Tm:Phase IV	1974	D:Bass
StC10	T:Big Bad Mama	1974	D:S.Carver
StC12	T:Drum	1967	D:S.Carver
StC20	T:Eye for an Eye	1981	D:S.Carver
StC30	T:Lone Wolf McQuade	1983	D:S.Carver
ToH1	T:The Texas Chain Saw Massacre	1974	D:T.Hooper
ToH20	T:Poltergeist	1982	D:T.Hooper
ToH30	T:Invaders from Mars	1986	D:T.Hooper
DRi10	T:Farewell My Lovely	1975	D:Richards
DRi14	Tm:March or Die	1977	D:Richards
DRi20	Tm:Man, Woman and Child	1983	D:Richards
HeB1	T:King of the Night	1975	D:Babenco
HeB3	T:Lucio Flavio: Passenger of Agony	1978	D:Babenco
HeB5	T:Pixote	1980	D:Babenco
HeB10	T:Kiss of the Spider Woman	1985	D:Babenco
HeB12	T:Ironweed	1986	D:Babenco
JCT1	T:Cousin, Cousine	1975	D:Tacchella
JKp18	T:Heart Like a Wheel	1982	D:J.Kaplan
JKp33	T:Love Field	1992	D:J.Kaplan
NSg10	Tm:The Happy Hooker	1975	D:Sgarro
RaK5	T:Grease	1978	D:Kleiser
RaK7	T:The Blue Lagoon	1981	D:Kleiser
TgG1	T:Monty Python and the Holy Grail	1975	D:Gilliam
TGi4	T:Time Bandits	1981	D:Gilliam
TNu3	T:Hedda	1975	D:Nunn
TNu10	T:Lady Jane	1986	D:Nunn
WHl2	T:The Driver	1978	D:W.Hill
WHl4	T:The Warriors	1979	D:W.Hill
WHl10	T:48 Hrs.	1982	D:W.Hill
WHl20	T:Another 48 Hrs.	1982	D:W.Hill
WWi10	Tm:Tom Horn	1975	D:Wiard
ARu4	T:Welcome to L.A.	1976	D:Rudolph
ARu10	T:Choose Me	1984	D:Rudolph
ARu20	T:`L'Amour poursuite'	1989	D:Rudolph
BaK1	T:Harlan County, USA	1976	D:Kopple
BaK20	T:American Dream	1992	D:Kopple
BBa1	T:Dona Flor and Her Two Husbands	1976	D:B.Barreto
BRB3	Tm:Don's Party	1976	D:Beresford
BrB5	T:Breaker Morant	1979	D:Beresford
BRB7	Tm:The Getting of Wisdom	1980	D:Beresford
BrB10	Tm:Tender Mercies	1983	D:Beresford
CkB10	Tm:Gumball Rally	1976	D:Bail
ClM30	T:The Little Thief	1989	D:C.Miller
ClM40	T:The Accompanist	1993	D:C.Miller
