FILMID	TITLE	ACTOR	TIME_INTERVAL_START_TIMESTAMP	TIME_INTERVAL_END_TIMESTAMP
BrB10	T:Tender Mercies	Allan Hubbard	2005-07-07 23:16:08.026	2005-07-07 23:31:16.295
BrB10	T:Tender Mercies	Paul Gleason	2005-07-08 13:39:31.896	2005-07-08 14:06:09.054
BrB15	T:Barry McKenzie On His Own	Barry Humphries	2005-07-08 07:14:06.51	2005-07-08 07:37:21.234
BrB15	T:Barry McKenzie On His Own	Barry Crocker	2005-07-07 21:36:31.74	2005-07-07 23:00:52.29
BrB20	T:Driving Miss Daisy	Morgan Freeman	2005-07-07 21:51:15.493	2005-07-07 22:38:38.637
BrB20	T:Driving Miss Daisy	Patty Luponi	2005-07-08 04:21:40.211	2005-07-08 05:46:41.268
BrB21	T:Mister Johnson	Pierce Brosnan	2005-07-08 11:40:56.901	2005-07-08 12:10:17.731
BrB21	T:Mister Johnson	Beartie Edney	2005-07-08 08:26:00.56	2005-07-08 09:53:47.607
BRf1	T:Five Easy Pieces	Ralph Waite	2005-07-07 23:46:35.06	2005-07-08 00:47:06.958
BRf1	T:Five Easy Pieces	Marlena McGuire	2005-07-08 10:26:40.731	2005-07-08 10:39:40.812
BRf4	T:Stay Hungry	Arnold Schwarzenegger	2005-07-07 20:14:00.788	2005-07-07 21:43:47.771
BRf4	T:Stay Hungry	R.G. Armstrong	2005-07-08 09:15:03.437	2005-07-08 09:32:20.591
BRf20	T:The Postman Always Ring Twice	Michael Lerner	2005-07-07 22:18:55.595	2005-07-07 22:45:22.796
BRf20	T:The Postman Always Ring Twice	Anjelica Huston	2005-07-08 05:22:34.23	2005-07-08 06:11:39.904
BRf30	T:Mountains of the Moon	Paul Onsongo	2005-07-08 12:14:47.827	2005-07-08 12:23:08.225
BRf32	T:Man Trouble	Beverly DAngelo	2005-07-07 17:46:19.699	2005-07-07 18:11:35.246
BRf34	T:Wet	Arliss Howard	2005-07-08 14:32:30.228	2005-07-08 15:18:34.529
BrG10	T:Poltergeist II	Oliver Robbins	2005-07-08 03:05:14.96	2005-07-08 04:32:49.496
BrG25	T:What's Love Got To Do With It	Pam Tyson	2005-07-08 09:08:51.186	2005-07-08 09:21:48.409
BrG28	T:The Juror	Lindsay Crouse	2005-07-08 01:06:48.365	2005-07-08 02:00:30.182
BrL15	T:Hideaway	Alicia Silverstone	2005-07-07 18:55:07.168	2005-07-07 19:32:34.228
BrL15	T:Hideaway	Alfred Molins	2005-07-08 08:18:26.814	2005-07-08 09:17:34.566
BRo10	T:Jennifer 8	Andy Garcia	2005-07-08 05:37:12.914	2005-07-08 06:00:28.537
BrR1	T:Outremer	Marianne Basler	2005-07-07 16:17:42.636	2005-07-07 17:10:19.399
BrR1	T:Outremer	Philippe Galland	2005-07-08 01:09:13.328	2005-07-08 01:31:59.464
BrW5	T:June Bride	Bette Davis	2005-07-08 06:27:06.713	2005-07-08 07:33:44.535
BrW5	T:June Bride	Betty Lynn	2005-07-07 16:10:18.918	2005-07-07 17:35:44.402
BrW5	T:June Bride	Barbara Bates	2005-07-07 22:36:57.537	2005-07-07 22:43:17.725
BrW10	T:The Enforcer	Zero Mostel	2005-07-07 18:55:49.144	2005-07-07 20:09:32.474
BrW13	T:Casino Royale	Barry Nelson	2005-07-07 23:34:15.227	2005-07-07 23:44:25.525
BrW13	T:Casino Royale	Linda Christian	2005-07-08 08:12:05.683	2005-07-08 08:52:44.815
BrW100	T:The Avon Emeralds	Barry Harvey	2005-07-07 17:29:18.623	2005-07-07 18:40:05.999
BrW100	T:The Avon Emeralds	Ralph Clanton	2005-07-08 02:52:16.415	2005-07-08 03:37:31.559
BSc11	T:Koko, the Talking Gorilla	Penny Peterson	2005-07-07 16:54:22.914	2005-07-07 17:02:50.023
BSc25	T:Reversal of Fortune	Annabella Sciora	2005-07-08 03:37:43.249	2005-07-08 04:42:58.683
BSc40	T:Before and After	Alfred Molina	2005-07-08 14:36:09.053	2005-07-08 14:38:56.291
BSe10	T:Dial M for Murder	Angie Dickinson	2005-07-08 08:53:29.66	2005-07-08 10:03:00.133
BSe20	T:Night Gallery	Walter Matthau	2005-07-07 23:35:34.54	2005-07-08 00:30:01.07
BsK14	T:The Boat	n Buster Keaton	2005-07-08 00:42:39.655	2005-07-08 01:21:13.498
BsK37	T:Our Hospitality	Natalie Talmadge	2005-07-08 05:11:40.274	2005-07-08 05:27:13.847
BsK39	T:The Three Ages	Margaret Leahy	2005-07-07 16:33:27.706	2005-07-07 16:54:33.383
BsK40	T:The Navigator	Noble Johnson	2005-07-08 08:41:02.841	2005-07-08 09:04:17.448
BSo1	T:The Addams Family	Anjelica Huston	2005-07-07 15:53:06.29	2005-07-07 17:14:20.652
BSo4	T:For Love or Money	Michael Tucker	2005-07-08 11:31:07.191	2005-07-08 12:16:22.471
BSo5	T:Addams' Family Values	Anjelica Huston	2005-07-08 10:37:25.396	2005-07-08 12:06:48.347
BSo6	T:For Love or Money	Michael J. Fox	2005-07-07 17:04:33.644	2005-07-07 17:16:09.103
BSo8	T:Get Shorty	Martin W.	2005-07-08 15:12:45.758	2005-07-08 16:11:13.647
BSo8	T:Get Shorty	Martin Ferraro	2005-07-08 11:42:41.192	2005-07-08 12:15:56.684
BSt1	TZ:Yentl	Amy Irving	2005-07-08 09:00:27.129	2005-07-08 09:22:08.813
BSt1	T:Yentl	Barbra Streisand	2005-07-08 11:34:52.937	2005-07-08 12:31:51.352
BSt1	TZ:Yentl	Nehemiah Persoff	2005-07-08 13:45:39.115	2005-07-08 14:53:12.221
BSt1	TZ:Yentl	Mandy Patinkin	2005-07-07 19:50:46.306	2005-07-07 20:45:59.193
BSt5	T:Prince of Tides	Melinda Dillon	2005-07-08 14:55:23.08	2005-07-08 15:10:07.492
BSt15	T:The Mirror Has Two Faces	Mimi Roger	2005-07-07 16:28:14.712	2005-07-07 17:55:13.879
BSt15	T:The Mirror Has Two Faces	Pierre Brosnan	2005-07-08 10:44:22.185	2005-07-08 12:02:49.704
BtB7	T:Buffet Froid	Bernard Blier	2005-07-08 14:05:32.198	2005-07-08 15:29:41.534
BtB29	T:Une, deux, trois, soleil	Marcello Mastroianni	2005-07-07 18:17:57.686	2005-07-07 18:50:12.526
BtB29	T:Une, deux, trois, soleil	Anouk Grinberg	2005-07-07 23:55:12.512	2005-07-08 01:24:57.619
BTh10	T:The Brady Bunch Movie	Olivia Hack	2005-07-08 15:13:26.063	2005-07-08 16:43:22.651
BtK10	T:None so Blind	Maurice Costello	2005-07-08 06:01:08.475	2005-07-08 06:04:41.077
BTv22	T:La Vie et Rien d'Autre	Philippe Noiret	2005-07-07 16:42:41.101	2005-07-07 17:27:57.265
BTv22	T:La Vie et Rien d'Autre	Pascale Vignal	2005-07-08 09:54:12.929	2005-07-08 10:03:11.185
BuG10	T:Blade O'Grass	Pat OMalley	2005-07-07 16:22:16.074	2005-07-07 16:34:21.842
BuH15	TZ:First Family	Madeline Kahn	2005-07-07 19:45:17.716	2005-07-07 21:05:38.322
BuH15	TZ:First Family	Richard Benjamin	2005-07-08 11:12:51.311	2005-07-08 12:41:20.72
BuK10	TZ:Support Your Local Sheriff	Walter Brennan	2005-07-07 19:52:10.276	2005-07-07 20:50:56.192
BuR14	TZ:The End	Norman Fell	2005-07-08 12:07:23.577	2005-07-08 12:38:43.25
BuR14	TZ:The End	Pat OBrien	2005-07-07 21:53:58.344	2005-07-07 22:23:22.217
BuR14	TZ:The End	Myrna Loy	2005-07-08 02:44:06.057	2005-07-08 03:21:32.134
BuR20	TZ:Sharky's Machine	Rachel Ward	2005-07-08 09:44:21.467	2005-07-08 10:17:25.518
BuR25	T:Cop and a Half	Ray Sharkey	2005-07-08 06:53:34.441	2005-07-08 08:05:09.869
BVi12	T:The Man from Yesterday	Andy Devine	2005-07-08 11:45:30.289	2005-07-08 12:35:41.326
BVi12	T:The Man from Yesterday	Alan Mowbray	2005-07-07 19:31:17.526	2005-07-07 19:32:36.447
BW3	T:Five Graves to Cairo	Anne Baxter	2005-07-07 22:31:58.645	2005-07-07 22:32:04.18
BW3	T:Five Graves to Cairo	Peter vanEyck	2005-07-07 15:47:11.726	2005-07-07 16:36:18.242
BW3	T:Five Graves to Cairo	Akim Tamiroff	2005-07-08 13:33:02.753	2005-07-08 14:28:58.047
BW3	T:Five Graves to Cairo	Miles Mander	2005-07-08 06:38:28.631	2005-07-08 07:13:16.303
BW4	T:Double Indemnity	Porter Hall	2005-07-07 15:52:46.68	2005-07-07 15:58:39.828
BW5	T:The Lost Weekend	Ray Milland	2005-07-08 13:27:33.13	2005-07-08 13:32:29.695
BW5	T:The Lost Weekend	Philip Terry	2005-07-08 14:45:35.843	2005-07-08 14:48:10.085
BW7	T:A Foreign Affair	Marlene Dietrich	2005-07-08 12:10:50.394	2005-07-08 13:05:47.671
BW7	T:A Foreign Affair	Millard Mitchell	2005-07-07 20:00:17.67	2005-07-07 20:39:45.984
BW8	T:Sunset Boulevard	Nancy Olson	2005-07-08 03:59:35.845	2005-07-08 05:28:19.257
BW9	T:The Big Carnival	Porter Hall	2005-07-07 23:22:31.678	2005-07-08 00:12:40.92
BW9	T:The Big Carnival	Richard Benedict	2005-07-07 23:51:19.766	2005-07-08 00:28:19.814
BW9	T:The Big Carnival	Bob Arthur	2005-07-08 10:59:55.226	2005-07-08 11:30:50.484
BW9	T:The Big Carnival	Richard Benedict	2005-07-07 23:56:51.604	2005-07-08 00:56:34.068
BW10	T:Stalag 17	Peter Graves	2005-07-08 03:58:59.315	2005-07-08 04:58:55.962
BW10	T:Stalag 17	Otto Preminger	2005-07-07 15:57:20.394	2005-07-07 16:52:45.299
BW10	TZ:Stalag 17	Neville Brand	2005-07-07 18:41:11.434	2005-07-07 19:28:34.682
BW11	T:Sabrina	Martha Hyer	2005-07-08 03:16:59.092	2005-07-08 04:28:16.064
BW11	T:Sabrina	Marcel Dalio	2005-07-07 22:58:49.596	2005-07-07 23:21:26.681
BW12	T:The Seven Year Itch	Oscar Homolka	2005-07-08 12:52:09.283	2005-07-08 14:13:44.902
BW14	T:Love In The Afternoon	Maurice Chevalier	2005-07-08 08:23:16.516	2005-07-08 09:47:41.059
BW16	T:Some Like It Hot	Marilyn Monroe	2005-07-08 10:43:33.325	2005-07-08 10:54:22.455
BW16	T:Some Like It Hot	Pat OBrien	2005-07-08 02:47:44.717	2005-07-08 03:06:03.247
BW16	T:Some Like It Hot	Nehemiah Persoff	2005-07-08 13:47:42.228	2005-07-08 13:58:37.038
BW16	T:Some Like It Hot	Mike Mazurki	2005-07-07 17:56:28.626	2005-07-07 18:33:24.338
BW17	T:The Apartment	Ray Walston	2005-07-07 21:18:35.793	2005-07-07 22:02:54.209
BW18	T:One, Two, Three	Arlene Francis	2005-07-07 22:57:24.181	2005-07-08 00:14:15.46
BW18	T:One, Two, Three	Pamela Tiffin	2005-07-08 09:12:14.557	2005-07-08 10:35:34.218
BW19	T:Irma la Douce	Lou Jacobi	2005-07-07 15:54:39.384	2005-07-07 15:59:19.89
BW30	T:Buddy Buddy	Paula Prentiss	2005-07-08 10:30:57.308	2005-07-08 10:41:49.427
ByB10	T:Fords on Water	Mark Wingett	2005-07-07 21:20:42.491	2005-07-07 22:08:53.545
ByH5	T:I Walk Alone	Marc Lawrence	2005-07-08 06:07:30.438	2005-07-08 06:19:00.29
ByH5	T:I Walk Alone	Mike Mazrrki	2005-07-07 22:48:35.346	2005-07-07 23:12:28.7
ByH8	T:Treasure Island	Bobby Driscoll	2005-07-08 10:56:45.715	2005-07-08 11:25:40.073
ByH8	T:Treasure Island	Basil Sydney	2005-07-07 15:56:13.794	2005-07-07 17:07:16.828
ByH8	T:Treasure Island	Walter Fitzgerald	2005-07-07 20:43:31.65	2005-07-07 21:21:33.772
ByH8	T:Treasure Island	Ralph Truman	2005-07-08 01:12:03.641	2005-07-08 02:27:03.35
ByH10	T:Tarzan's Peril	Alan Napier	2005-07-08 15:32:02.055	2005-07-08 16:40:54.418
ByH13	TZ:War of the Worlds	Ann Robinson	2005-07-08 10:27:57.479	2005-07-08 11:30:41.992
ByH13	T:War of the Worlds	Bob Cornthwaite	2005-07-07 19:01:09.711	2005-07-07 20:20:37.226
ByH26	T:Robinson Crusoe on Mars	Paul Mantee	2005-07-08 15:23:46.844	2005-07-08 16:05:33.037
ByP10	T:Mistress	Martin Landau	2005-07-07 22:24:08.241	2005-07-07 23:25:33.283
BzK8	T:Riot	Ben Carruthers	2005-07-07 16:51:11.135	2005-07-07 17:54:23.908
BzK8	T:Riot	Mike Kellin	2005-07-08 12:43:34.706	2005-07-08 12:58:44.457
BzK10	TZ:Brian's Song	Billy Dee Williams	2005-07-08 14:29:43.209	2005-07-08 14:45:33.632
BzK15	TZ:Shamus	Barry Beckerman	2005-07-07 21:24:20.405	2005-07-07 22:50:31.584
C76	T:Mammy	Lois Moran	2005-07-07 21:15:40.572	2005-07-07 22:12:18.514
C94	T:The Kennel Murder Case	Mary Astor	2005-07-08 02:05:37.789	2005-07-08 02:43:47.682
C94	T:The Kennel Murder Case	Ralph Morgan	2005-07-07 16:34:41.251	2005-07-07 17:20:32.022
C94	T:The Kennel Murder Case	Paul Cavanagh	2005-07-08 03:15:43.201	2005-07-08 04:05:01.593
C101	T:Black Fury	Paul Muni	2005-07-07 19:16:48.935	2005-07-07 19:54:07.904
C104	TZ:Captain Blood	Olivia deHavilland	2005-07-08 12:55:11.755	2005-07-08 13:37:21.595
C104	T:Captain Blood	Basil Rathbone	2005-07-08 00:00:50.218	2005-07-08 00:01:43.748
C104	T:Captain Blood	Lionel Atwill	2005-07-08 12:19:32.332	2005-07-08 12:38:25.191
C106	TZ:Charge of the Light Brigade	Olivia deHavilland	2005-07-07 22:19:44.196	2005-07-07 23:41:58.536
C106	T:Charge of the Light Brigade	Patric Knowles	2005-07-08 00:35:49.568	2005-07-08 01:09:39.237
C106	T:Charge of the Light Brigade	Nigel Bruce	2005-07-08 11:40:47.352	2005-07-08 11:45:13.162
C106	T:Charge of the Light Brigade	Lumsden Hare	2005-07-08 13:37:48.089	2005-07-08 14:30:29.237
C109	T:Kid Galahad	Ben Welden	2005-07-08 04:40:25.139	2005-07-08 05:55:41.169
C112	T:The Adventures of Robin Hood	Montagu Love	2005-07-08 07:41:53.483	2005-07-08 09:10:36.381
C113	T:Four Daughters	Lola Lane	2005-07-08 00:17:38.72	2005-07-08 00:43:15.029
C113	T:Four Daughters	Priscilla Lane	2005-07-08 02:41:52.403	2005-07-08 03:13:03.732
C113	T:Four Daughters	May Robson	2005-07-07 19:51:14.09	2005-07-07 21:17:58.509
C115	T:Angels with Dirty Faces	Ann Sheridan	2005-07-08 12:53:56.708	2005-07-08 13:48:23.085
C117	T:Daughters Courageous	Lola Lane	2005-07-08 11:46:51.407	2005-07-08 12:38:56.764
C117	T:Daughters Courageous	Priscilla Lane	2005-07-07 21:10:18.48	2005-07-07 22:23:19.268
C117	T:Daughters Courageous	May Robson	2005-07-08 08:15:33.534	2005-07-08 09:18:56.764
C118	T:The Private Life of Elizabeth and Essex	Olivia deHavilland	2005-07-08 09:52:15.76	2005-07-08 10:31:38.666
C118	TZ:The Private Lives of Elizabeth and Essex	Nanette Fabray	2005-07-08 04:31:20.717	2005-07-08 05:21:23.078
C118	T:The Private Lives of Elizabeth and Essex	Alan Hale	2005-07-07 20:58:37.36	2005-07-07 21:54:47.632
C119	TZ:Dodge City	Olivia deHavilland	2005-07-08 12:20:06.393	2005-07-08 13:47:37.03
C119	T:Dodge City	Ann Sheridan	2005-07-08 10:32:22.234	2005-07-08 11:03:22.102
C119	T:Dodge City	Alan Hale	2005-07-07 17:51:04.058	2005-07-07 17:58:44.896
C120	T:Four Wives	Lola Lane	2005-07-07 15:56:12.253	2005-07-07 16:31:33.329
C120	T:Four Wives	Priscilla Lane	2005-07-08 01:30:17.186	2005-07-08 02:17:16.13
C120	T:Four Wives	May Robson	2005-07-08 02:29:30.906	2005-07-08 02:48:53.054
C121	T:The Sea Hawk	Alan Hale	2005-07-08 07:23:09.715	2005-07-08 08:20:34.09
C122	T:The Santa Fe Trail	Olivia deHavilland	2005-07-07 15:56:31.978	2005-07-07 16:26:01.607
C123	T:Virginia City	Randolph Scott	2005-07-07 20:28:31.61	2005-07-07 21:48:36.628
C123	T:Virginia City	Alan Hale	2005-07-08 08:23:40.847	2005-07-08 09:34:09.018
C123	T:Virginia City	Moroni Olsen	2005-07-08 12:04:23.212	2005-07-08 13:28:49.962
C127	T:Casablanca	Peter Lorre	2005-07-08 07:08:28.15	2005-07-08 08:24:17.189
C127	T:Casablanca	Marcel Dalio	2005-07-08 09:23:01.659	2005-07-08 09:44:22.153
C127	T:Casablanca	Madeleine Lebeau	2005-07-08 13:33:00.87	2005-07-08 13:36:42.353
C127	T:Casablanca	Ludwig Stossel	2005-07-08 08:38:28.34	2005-07-08 09:49:47.731
C131	TZ:Passage to Marseilles	Peter Lorre	2005-07-07 18:59:15.336	2005-07-07 19:12:33.829
C131	T:Passage to Marseilles	Michele Morgan	2005-07-08 08:21:30.905	2005-07-08 09:50:23.515
C131	T:Passage to Marseilles	Philip Dorn	2005-07-08 00:43:20.722	2005-07-08 01:50:42.74
C135	T:Night and Day	Alan Hale	2005-07-08 03:13:41.43	2005-07-08 04:22:17.609
C135	T:Night and Day	Paul Cavanagh	2005-07-08 05:30:31.844	2005-07-08 06:36:30.142
C136	T:Life with Father	Zasu Pitts	2005-07-08 12:14:43.383	2005-07-08 12:17:06.018
C142	T:Young Man with a Horn	Mary Beth Hughes	2005-07-07 20:21:16.918	2005-07-07 21:31:48.45
C142	T:Young Man with a Horn	Nestor Paiva	2005-07-08 04:31:01.866	2005-07-08 05:56:44.081
C143	T:The Breaking Point	Patricia Neal	2005-07-08 07:13:52.748	2005-07-08 08:22:44.899
C143	T:The Breaking Point	Phyllis Thaxter	2005-07-07 17:03:22.918	2005-07-07 18:25:49.968
C146	T:Force of Arms	Paule Picerni	2005-07-08 07:28:10.039	2005-07-08 08:33:11.131
C160	T:We're No Angels	Peter Ustinov	2005-07-08 07:05:40.431	2005-07-08 07:20:01.229
C160	T:We're No Angels	Aldo Ray	2005-07-08 00:21:14.678	2005-07-08 01:01:41.569
C161	T:White Christmas	Bing Crosby	2005-07-08 07:36:51.668	2005-07-08 08:05:00.748
C165	T:The Vagabond King	Walter Hampden	2005-07-08 08:59:05.84	2005-07-08 09:13:03.805
C165	T:The Vagabond King	William Prince	2005-07-07 23:33:54.808	2005-07-08 00:57:16.087
C171	T:The Adventures of Huckleberry Finn	Archie Moore	2005-07-07 16:03:00.984	2005-07-07 16:07:44.926
C171	T:The Adventures of Huckleberry Finn	Neville Brand	2005-07-07 16:19:56.636	2005-07-07 16:23:33.882
C171	T:The Adventures of Huckleberry Finn	Andy Devine	2005-07-08 10:15:52.256	2005-07-08 10:45:59.387
CaB1	T:36 Fillette	Olivier Parniere	2005-07-08 10:50:59.402	2005-07-08 11:03:03.492
CaB1	T:36 Fillette	Bertha Dominguez-D	2005-07-08 12:40:53.223	2005-07-08 12:50:48.66
CaF10	T:One False Move	Billy Bob Thornton	2005-07-07 17:23:33.547	2005-07-07 18:42:53.985
CaF10	T:One False Move	Michael Beach	2005-07-07 22:30:17.273	2005-07-07 23:36:28.211
CaG1	T:Caveman	Avery Schreiber	2005-07-08 00:04:19.157	2005-07-08 00:15:25.005
CAL20	T:Occupe-Toi d'Amelie	Bourvil	2005-07-08 15:06:22.51	2005-07-08 15:25:31.681
CAL35	T:The Game of Love	Nicole Berger	2005-07-08 00:51:40.992	2005-07-08 02:13:05.211
CAL46	T:Four Bags Full	Bourvil	2005-07-08 06:55:12.004	2005-07-08 08:20:53.363
CAL46	T:La Travers\'ee de Paris	Bourvil	2005-07-07 22:35:57.236	2005-07-07 23:15:15.239
CaR1	T:Enter Laughing	Michael J. Pollard	2005-07-08 02:08:05.625	2005-07-08 02:21:17.589
CaR5	T:The Comic	Mickey Rooney	2005-07-07 21:04:45.715	2005-07-07 21:17:22.216
CaR5	T:The Comic	Michele Lee	2005-07-08 00:12:35.234	2005-07-08 01:01:09.746
CaR5	T:The Comic	Pert Kelton	2005-07-08 13:46:19.456	2005-07-08 14:21:29.263
CaR7	TZ:Where's Poppa?	Rae Allen	2005-07-07 17:30:22.955	2005-07-07 17:59:28.617
CaR7	TZ:Where's Poppa?	Barnard Hughes	2005-07-07 18:40:05.035	2005-07-07 18:57:35.325
CaR15	T:Oh, God	Ralph Bellamy	2005-07-07 23:41:04.94	2005-07-08 01:09:05.775
CaR15	T:Oh, God	Paul Sorvino	2005-07-08 00:34:23.227	2005-07-08 01:52:54.219
CaR15	T:Oh, God	Barnard Hughes	2005-07-08 06:57:29.571	2005-07-08 08:02:52.931
CaR15	T:Oh, God	Barry Sullivan	2005-07-08 05:56:15.446	2005-07-08 07:26:04.694
CaR27	T:Summer School	Mark Harmon	2005-07-07 20:38:29.652	2005-07-07 20:39:25.783
CaR20	TZ:Dead Men Don't Wear Plaid	Rachel Ward	2005-07-07 22:40:20.56	2005-07-07 23:25:43.599
CaR20	TZ:Dead Men Don't Wear Plaid	Reni Santoni	2005-07-08 06:01:52.57	2005-07-08 07:27:11.288
CaR21	TZ:The Jerk	Bernadette Peters	2005-07-08 07:04:13.421	2005-07-08 07:21:24.829
CaR21	T:The Jerk	Bill Macy	2005-07-07 19:36:20.328	2005-07-07 19:48:17.089
CaR21	T:The Jerk	Maurice Evans	2005-07-07 23:34:07.957	2005-07-08 00:42:52.505
CaR22	T:The Man With Two Brains	Paul Benedict	2005-07-08 09:31:19.425	2005-07-08 10:26:33.347
CaR35	T:Fatal Instinct	Armand Assante	2005-07-08 15:24:45.715	2005-07-08 15:55:45.8
CaR38	T:That Old Feeling	Bette Midler	2005-07-08 05:10:33.867	2005-07-08 06:39:21.068
CaR38	T:That Old Feeling	Paula Marshall	2005-07-08 14:05:37.396	2005-07-08 15:33:11.697
CBa40	T:It	Antonio Moreno	2005-07-07 22:51:11.348	2005-07-07 23:50:41.984
CBa50	T:No No Nanette	Bernice Claire	2005-07-08 01:33:28.17	2005-07-08 01:52:30.863
CBa50	T:No No Nanette	Bert Roach	2005-07-08 07:48:54.455	2005-07-08 08:23:50.311
CBd10	TZ:Black Stallion	Mickey Rooney	2005-07-08 03:01:34.412	2005-07-08 03:49:55.441
CBl60	T:Observations Under the Volcano	Walter Huston	2005-07-08 09:46:39.827	2005-07-08 10:59:43.987
CBl67	T:Private Conversations	Arthur Miller	2005-07-08 05:25:51.287	2005-07-08 05:42:14.217
CBl69	T:Nik and Murray	Alwin Nikolais	2005-07-08 01:56:32.072	2005-07-08 02:00:56.5
CBl69	T:Nik and Murray	Murray Louis	2005-07-08 03:00:42.371	2005-07-08 04:01:20.818
CBl73	T:Signed: Lino Brocka	Lino Brocka	2005-07-08 03:23:31.722	2005-07-08 04:37:13.841
CBl80	T:Motel	Martha Becket	2005-07-07 16:18:37.565	2005-07-07 17:27:14.849
CBP10	T:Norseman	Mel Ferrer	2005-07-07 17:31:42.736	2005-07-07 18:02:06.051
CBP12	TZ:The Evictors	Michael Parks	2005-07-08 10:08:19.532	2005-07-08 10:27:27.3
CBt10	T:To Sleep with Anger	Paul Butler	2005-07-07 22:06:25.675	2005-07-07 23:05:19.543
CBt10	T:To Sleep with Anger	Mary Alice	2005-07-08 14:30:14.644	2005-07-08 15:42:14.943
CBt10	T:To Sleep with Anger	Richard Brooks	2005-07-08 01:25:43.862	2005-07-08 01:39:35.687
CBt15	T:Nightjohn	Allison Jones	2005-07-07 15:42:17.563	2005-07-07 15:43:07.185
CBt15	T:Nightjohn	Beau Bridges	2005-07-08 00:06:35.819	2005-07-08 01:18:37.15
CBt15	T:Nightjohn	Lorraine Toussaint	2005-07-08 15:21:42.649	2005-07-08 15:27:28.124
CBt15	T:Nightjohn	Bill Cobbs	2005-07-07 18:14:58.005	2005-07-07 18:52:06.637
CBw9	T:The Eagle	Louise Dresser	2005-07-07 23:15:25.174	2005-07-08 00:31:42.217
CBw17	T:Anna Christie	Marie Dressler	2005-07-07 20:32:23.86	2005-07-07 21:44:38.716
CBw19	T:Inspiration	Marjorie Rambeau	2005-07-07 17:15:33.695	2005-07-07 17:17:28.213
CBw19	T:Inspiration	Beryl Mercer	2005-07-07 21:55:48.821	2005-07-07 22:03:44.615
CBw22	T:Possessed	Marjorie White	2005-07-08 05:42:08.474	2005-07-08 07:06:46.141
CBw28	T:Chained	Otto Kruger	2005-07-08 04:52:16.472	2005-07-08 05:54:32.675
CBw29	T:Anna Karenina	May Robson	2005-07-08 00:09:56.484	2005-07-08 01:35:08.837
CBw29	T:Anna Karenina	Reginald Owen	2005-07-07 20:38:23.9	2005-07-07 20:57:49.458
CBw29	T:Anna Karenina	Reginald Denny	2005-07-07 20:28:17.385	2005-07-07 21:39:01.291
CBw31	T:The Gorgeous Hussy	Melvyn Douglas	2005-07-07 22:23:10.345	2005-07-07 23:00:51.72
CBw31	T:The Gorgeous Hussy	Alison Skipworth	2005-07-07 16:06:57.151	2005-07-07 16:57:17.071
CBw31	T:The Gorgeous Hussy	Louis Calhern	2005-07-08 04:08:58.745	2005-07-08 04:42:26.907
CBw31	T:The Gorgeous Hussy	Beulah Bondi	2005-07-07 23:20:43.136	2005-07-07 23:41:17.471
CBw31	T:The Gorgeous Hussy	Melville Cooper	2005-07-08 08:46:33.795	2005-07-08 09:17:45.132
CBw33	T:Conquest	Reginald Owen	2005-07-08 13:41:41.634	2005-07-08 15:10:19.941
CBw33	T:Conquest	Alan Marshal	2005-07-08 07:30:29.222	2005-07-08 07:41:42.072
CBw33	T:Conquest	May Whitty	2005-07-08 07:58:23.412	2005-07-08 08:17:32.75
CBw33	T:Conquest	Maria Ouspenskaya	2005-07-08 14:52:20.303	2005-07-08 15:40:42.333
CBw36	T:The Rains Came	Myrna Loy	2005-07-08 13:25:05.719	2005-07-08 13:40:05.92
CBw36	T:The Rains Came	Maria Ouspenskaya	2005-07-08 04:12:12.871	2005-07-08 05:02:01.453
CBw36	T:The Rains Came	Nigel Bruce	2005-07-07 21:23:22.903	2005-07-07 22:09:23.548
CBw36	T:The Rains Came	Mary Nash	2005-07-08 04:26:37.436	2005-07-08 05:04:22.517
CBw36	T:The Rains Came	Marjorie Rambeau	2005-07-07 22:01:55.428	2005-07-07 22:55:19.916
CBw37	T:Edison The Man	Lynne Overman	2005-07-08 01:52:31.403	2005-07-08 02:41:33.003
CBw38	T:Come Live With Me	Barton McLane	2005-07-08 13:15:08.017	2005-07-08 14:01:34.997
CBw41	T:The White Cliffs of Dover	Alan Marshall	2005-07-08 01:08:43.494	2005-07-08 01:27:46.008
CBw41	T:The White Cliffs of Dover	Norma Varden	2005-07-08 10:30:12.264	2005-07-08 10:40:18.011
CBw42	T:National Velvet	Mickey Rooney	2005-07-07 15:52:53.255	2005-07-07 16:19:12.234
CBw42	T:National Velvet	Reginald Owen	2005-07-08 02:01:17.704	2005-07-08 03:18:36.276
CBw42	T:National Velvet	Norma Varden	2005-07-08 04:34:23.409	2005-07-08 05:41:30.04
CBw42	T:National Velvet	Alex Craig	2005-07-07 21:04:57.917	2005-07-07 22:06:28.655
CBw42	T:National Velvet	Arthur Shields	2005-07-08 14:07:34.271	2005-07-08 14:41:30.484
CBw45	T:Intruder in the Dust	Porter Hall	2005-07-08 15:23:36.667	2005-07-08 16:26:44.001
CBy10	T:Salome	Alla Nazimova	2005-07-07 22:05:11.629	2005-07-07 22:53:42.355
CC43	T:The Tramp	Lloyd Bacon	2005-07-08 06:40:21.302	2005-07-08 07:13:42.739
CC62	T:The Immigrant	Albert Austin	2005-07-08 09:05:53.183	2005-07-08 10:20:43.74
CC66	T:A Dog's Life	Albert Austin	2005-07-07 16:35:54.208	2005-07-07 17:11:18.573
